Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Mode_of_Payment,Product_Name,Service,Product_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Customer_Type,Order_Channel,Invoice_Num_Int,actual_billing_amnt
INV-14308,CUST-8779,SRV-299,2024-12-13,Paid,Debit Card,Face Cream,Installation,Beauty,4,18.08,244.28,271.95,271.95,0.0,61.07,0.074,9.59,0.0,Regular,Phone,14308,271.95
INV-14309,CUST-5923,SRV-569,2024-10-22,Paid,Credit Card,Car Parts,Standard Shipping,Automotive,10,269.02,2101.7,2526.5,2526.5,0.0,210.17,0.128,155.78,0.0,Corporate,In-Store,14309,2526.5
INV-14310,CUST-7235,SRV-210,2025-05-17,Pending,Credit Card,Cookbook,Support,Books,2,5.73,71.64,81.14,0.0,81.14,35.82,0.08,3.77,0.0,Corporate,Online,14310,81.14
INV-14311,CUST-9349,SRV-719,2024-10-19,Overdue,Cash,Perfume,Standard Shipping,Beauty,9,41.5,391.5,447.19,0.0,447.19,43.5,0.106,14.19,0.0,VIP,Mobile App,14311,447.19
INV-14312,CUST-8575,SRV-469,2024-09-15,Paid,PayPal,Car Parts,Express Delivery,Automotive,4,30.35,551.76,595.86,595.86,0.0,137.94,0.055,13.75,0.0,Premium,Online,14312,595.86
INV-14313,CUST-2466,SRV-465,2023-09-30,Paid,Cash,Spice Set,Express Delivery,Food & Beverage,10,28.74,373.2,381.07,381.07,0.0,37.32,0.077,7.98,28.85,Regular,Online,14313,381.07
INV-14314,CUST-5190,SRV-278,2024-03-13,Paid,Cash,Smart TV,Express Delivery,Electronics,5,1448.74,9658.25,11690.28,11690.28,0.0,1931.65,0.15,583.29,0.0,Premium,In-Store,14314,11690.28
INV-14315,CUST-5731,SRV-213,2025-07-20,Pending,Credit Card,Biography,Express Delivery,Books,4,6.12,51.04,58.87,0.0,58.87,12.76,0.12,1.71,0.0,Regular,In-Store,14315,58.87
INV-14316,CUST-8640,SRV-360,2025-04-17,Partially Paid,Debit Card,Energy Drink,Maintenance,Food & Beverage,10,26.28,211.9,253.47,90.43,163.04,21.19,0.124,15.29,0.0,Regular,Mobile App,14316,253.47
INV-14317,CUST-6302,SRV-750,2025-05-29,Paid,Debit Card,Face Cream,Installation,Beauty,5,9.07,114.8,116.44,116.44,0.0,22.96,0.079,5.2,12.63,Corporate,Online,14317,116.44
INV-14318,CUST-9856,SRV-624,2024-07-01,Pending,Digital Wallet,Car Care Products,Standard Shipping,Automotive,7,277.65,2414.37,2874.81,0.0,2874.81,344.91,0.115,182.79,0.0,Regular,Mobile App,14318,2874.81
INV-14319,CUST-1816,SRV-681,2025-07-28,Paid,Credit Card,Tools,Express Delivery,Automotive,4,105.92,1276.16,1444.8,1444.8,0.0,319.04,0.083,62.72,0.0,New,In-Store,14319,1444.8
INV-14320,CUST-1016,SRV-988,2024-11-15,Pending,Cash,Self-Help Book,Installation,Books,9,20.91,271.62,298.07,0.0,298.07,30.18,0.077,5.54,0.0,Premium,Online,14320,298.07
INV-14321,CUST-4914,SRV-594,2023-10-21,Paid,Credit Card,Bicycle,Warranty,Sports,9,267.97,2414.16,2781.7,2781.7,0.0,268.24,0.111,99.57,0.0,Corporate,Online,14321,2781.7
INV-14322,CUST-9615,SRV-342,2024-06-13,Paid,PayPal,Running Shoes,Express Delivery,Sports,8,73.85,971.76,823.54,823.54,0.0,121.47,0.076,48.03,270.1,Corporate,Online,14322,823.54
INV-14323,CUST-4296,SRV-538,2025-04-15,Pending,Check,Biography,Support,Books,4,8.04,123.76,118.15,0.0,118.15,30.94,0.065,3.24,16.89,Premium,In-Store,14323,118.15
INV-14324,CUST-5713,SRV-498,2023-09-30,Paid,PayPal,Tires,Express Delivery,Automotive,5,94.02,1324.2,1493.98,1493.98,0.0,264.84,0.071,75.76,0.0,Corporate,In-Store,14324,1493.98
INV-14325,CUST-7803,SRV-484,2023-10-29,Pending,Debit Card,Makeup Kit,Installation,Beauty,8,39.66,574.8,570.54,0.0,570.54,71.85,0.069,36.38,80.3,Regular,Mobile App,14325,570.54
INV-14326,CUST-4161,SRV-182,2025-05-10,Paid,Bank Transfer,Fiction Novel,Consultation,Books,3,21.24,174.09,153.94,153.94,0.0,58.03,0.122,9.28,50.67,Premium,Online,14326,153.94
INV-14327,CUST-9980,SRV-126,2023-10-08,Paid,Bank Transfer,Protein Bar,Warranty,Food & Beverage,9,38.09,288.54,334.03,334.03,0.0,32.06,0.132,7.4,0.0,Corporate,Mobile App,14327,334.03
INV-14328,CUST-7820,SRV-982,2024-10-02,Paid,Cash,Tools,Consultation,Automotive,9,88.45,1263.51,1227.71,1227.71,0.0,140.39,0.07,40.15,164.4,Regular,Online,14328,1227.71
INV-14329,CUST-3947,SRV-602,2024-01-25,Cancelled,Bank Transfer,Gym Equipment,Consultation,Sports,1,7.09,50.26,58.52,0.0,58.52,50.26,0.141,1.17,0.0,Regular,Marketplace,14329,58.52
INV-14330,CUST-9465,SRV-715,2025-02-18,Overdue,Credit Card,Bicycle,Consultation,Sports,4,51.25,657.08,744.83,136.87,607.96,164.27,0.078,36.5,0.0,Premium,Mobile App,14330,744.83
INV-14331,CUST-6509,SRV-889,2024-04-28,Paid,Check,Skincare Set,Installation,Beauty,10,91.35,666.8,702.11,702.11,0.0,66.68,0.137,14.75,70.79,Regular,In-Store,14331,702.11
INV-14332,CUST-7219,SRV-772,2025-03-05,Paid,Check,Car Parts,Maintenance,Automotive,2,42.77,423.48,482.93,482.93,0.0,211.74,0.101,16.68,0.0,Regular,In-Store,14332,482.93
INV-14333,CUST-8642,SRV-968,2025-07-27,Pending,PayPal,Car Parts,Installation,Automotive,3,47.72,518.67,495.92,0.0,495.92,172.89,0.092,19.58,90.05,Regular,In-Store,14333,495.92
INV-14334,CUST-2471,SRV-188,2023-09-20,Pending,Digital Wallet,Laptop,Consultation,Electronics,3,348.77,3918.78,3306.54,0.0,3306.54,1306.26,0.089,143.16,1104.17,Premium,Marketplace,14334,3306.54
INV-14335,CUST-9619,SRV-706,2024-09-05,Pending,Credit Card,Tires,Express Delivery,Automotive,6,43.11,513.18,573.17,0.0,573.17,85.53,0.084,16.88,0.0,Corporate,Online,14335,573.17
INV-14336,CUST-4782,SRV-552,2024-03-01,Overdue,Cash,Perfume,Installation,Beauty,7,19.79,278.67,307.34,0.0,307.34,39.81,0.071,8.88,0.0,Premium,Online,14336,307.34
INV-14337,CUST-1507,SRV-125,2024-02-23,Cancelled,Check,Yoga Mat,Standard Shipping,Sports,2,46.55,490.02,415.12,0.0,415.12,245.01,0.095,20.84,142.29,Regular,In-Store,14337,415.12
INV-14338,CUST-8714,SRV-657,2024-12-30,Pending,Bank Transfer,Tennis Racket,Standard Shipping,Sports,2,11.24,112.42,110.06,0.0,110.06,56.21,0.1,5.63,19.23,New,Online,14338,110.06
INV-14339,CUST-3433,SRV-179,2025-08-30,Pending,Bank Transfer,Running Shoes,Consultation,Sports,5,143.14,1475.65,1712.37,0.0,1712.37,295.13,0.097,93.58,0.0,Regular,Online,14339,1712.37
INV-14340,CUST-2148,SRV-745,2024-11-04,Overdue,Debit Card,Gym Equipment,Consultation,Sports,9,246.93,1763.82,1953.9,0.0,1953.9,195.98,0.14,98.7,155.55,VIP,In-Store,14340,1953.9
INV-14341,CUST-6055,SRV-188,2024-07-13,Pending,Credit Card,Makeup Kit,Maintenance,Beauty,6,4.92,50.7,45.45,0.0,45.45,8.45,0.097,3.67,13.84,Premium,Online,14341,45.45
INV-14342,CUST-9420,SRV-265,2025-08-25,Pending,PayPal,Yoga Mat,Support,Sports,9,71.8,1087.92,1185.36,0.0,1185.36,120.88,0.066,25.64,0.0,Regular,Mobile App,14342,1185.36
INV-14343,CUST-7387,SRV-314,2025-07-09,Paid,PayPal,Bicycle,Installation,Sports,8,68.52,736.8,780.01,780.01,0.0,92.1,0.093,29.69,55.0,Corporate,Online,14343,780.01
INV-14344,CUST-3710,SRV-836,2023-11-18,Pending,Bank Transfer,Dress,Maintenance,Clothing,10,83.98,807.5,709.69,0.0,709.69,80.75,0.104,19.65,201.44,Premium,Online,14344,709.69
INV-14345,CUST-3835,SRV-337,2024-02-02,Paid,PayPal,Cookbook,Standard Shipping,Books,2,5.94,54.5,51.31,51.31,0.0,27.25,0.109,3.41,12.54,Corporate,In-Store,14345,51.31
INV-14346,CUST-4424,SRV-181,2024-12-27,Paid,Bank Transfer,Tools,Consultation,Automotive,2,13.48,101.38,117.41,117.41,0.0,50.69,0.133,2.55,0.0,Regular,Online,14346,117.41
INV-14347,CUST-8879,SRV-292,2023-11-01,Pending,Digital Wallet,Dress,Standard Shipping,Clothing,5,17.42,241.95,269.41,0.0,269.41,48.39,0.072,10.04,0.0,VIP,Mobile App,14347,269.41
INV-14348,CUST-3006,SRV-552,2024-04-28,Paid,Digital Wallet,Fiction Novel,Standard Shipping,Books,7,34.92,235.97,287.52,287.52,0.0,33.71,0.148,16.63,0.0,Premium,Online,14348,287.52
INV-14349,CUST-2205,SRV-530,2024-10-08,Paid,Credit Card,Shampoo,Consultation,Beauty,2,15.64,240.56,269.06,269.06,0.0,120.28,0.065,12.86,0.0,Regular,Mobile App,14349,269.06
INV-14350,CUST-8867,SRV-989,2023-12-08,Cancelled,PayPal,Bicycle,Maintenance,Sports,3,53.54,799.14,901.04,0.0,901.04,266.38,0.067,48.36,0.0,VIP,Online,14350,901.04
INV-14351,CUST-2618,SRV-677,2024-10-23,Pending,Credit Card,Face Cream,Warranty,Beauty,5,83.17,602.7,701.49,0.0,701.49,120.54,0.138,15.62,0.0,Regular,Online,14351,701.49
INV-14352,CUST-6327,SRV-843,2024-04-21,Pending,Credit Card,Camera,Consultation,Electronics,10,384.62,5827.6,6601.92,0.0,6601.92,582.76,0.066,389.7,0.0,Regular,Phone,14352,6601.92
INV-14353,CUST-1611,SRV-981,2025-06-09,Overdue,Bank Transfer,Energy Drink,Support,Food & Beverage,10,29.97,241.7,268.14,113.48,154.66,24.17,0.124,14.92,18.45,Corporate,In-Store,14353,268.14
INV-14354,CUST-2253,SRV-441,2024-12-05,Paid,Cash,Sports Jersey,Support,Sports,2,27.37,276.48,316.41,316.41,0.0,138.24,0.099,12.56,0.0,VIP,Mobile App,14354,316.41
INV-14355,CUST-8051,SRV-604,2025-03-16,Overdue,PayPal,Face Cream,Consultation,Beauty,7,31.36,603.12,681.47,175.78,505.69,86.16,0.052,46.99,0.0,Premium,Mobile App,14355,681.47
INV-14356,CUST-2081,SRV-990,2024-08-14,Paid,Check,Sports Jersey,Standard Shipping,Sports,6,152.95,1699.5,1966.5,1966.5,0.0,283.25,0.09,114.05,0.0,Premium,Online,14356,1966.5
INV-14357,CUST-7234,SRV-794,2025-01-17,Pending,Bank Transfer,Snack Pack,Installation,Food & Beverage,9,47.19,445.23,509.88,0.0,509.88,49.47,0.106,17.46,0.0,Premium,In-Store,14357,509.88
INV-14358,CUST-8504,SRV-774,2023-12-15,Pending,Debit Card,Tools,Installation,Automotive,5,13.45,194.95,223.85,0.0,223.85,38.99,0.069,15.45,0.0,Regular,Phone,14358,223.85
INV-14359,CUST-4217,SRV-727,2025-07-04,Pending,Credit Card,Tools,Support,Automotive,6,177.19,1205.4,1465.51,0.0,1465.51,200.9,0.147,82.92,0.0,Regular,Online,14359,1465.51
INV-14360,CUST-7921,SRV-660,2024-06-29,Pending,Cash,Face Cream,Consultation,Beauty,3,7.37,95.73,98.55,0.0,98.55,31.91,0.077,5.53,10.08,Corporate,In-Store,14360,98.55
INV-14361,CUST-4098,SRV-145,2024-03-29,Overdue,Bank Transfer,Dress,Consultation,Clothing,8,92.52,700.88,818.98,0.0,818.98,87.61,0.132,25.58,0.0,VIP,Online,14361,818.98
INV-14362,CUST-3629,SRV-254,2024-08-26,Paid,Bank Transfer,Lipstick,Warranty,Beauty,7,30.35,223.16,267.67,267.67,0.0,31.88,0.136,14.16,0.0,Regular,Online,14362,267.67
INV-14363,CUST-3225,SRV-916,2023-10-15,Paid,Credit Card,Car Accessories,Warranty,Automotive,6,322.06,2333.76,2793.16,2793.16,0.0,388.96,0.138,137.34,0.0,Regular,Online,14363,2793.16
INV-14364,CUST-6302,SRV-782,2024-05-08,Overdue,Digital Wallet,Wine Bottle,Installation,Food & Beverage,1,6.05,47.67,48.99,0.0,48.99,47.67,0.127,2.43,7.16,Premium,In-Store,14364,48.99
INV-14365,CUST-1845,SRV-384,2025-04-18,Paid,Digital Wallet,Car Accessories,Express Delivery,Automotive,10,133.45,1404.7,1343.07,1343.07,0.0,140.47,0.095,80.36,275.44,Corporate,Marketplace,14365,1343.07
INV-14366,CUST-8405,SRV-810,2025-05-26,Paid,Debit Card,Laptop,Installation,Electronics,8,179.57,2680.16,3030.6,3030.6,0.0,335.02,0.067,170.87,0.0,Regular,In-Store,14366,3030.6
INV-14367,CUST-8998,SRV-102,2025-03-31,Cancelled,Credit Card,Spice Set,Standard Shipping,Food & Beverage,2,2.58,38.44,43.51,0.0,43.51,19.22,0.067,2.49,0.0,Regular,Online,14367,43.51
INV-14368,CUST-3069,SRV-735,2025-04-13,Overdue,Digital Wallet,Textbook,Standard Shipping,Books,1,10.9,72.67,87.08,8.03,79.05,72.67,0.15,3.51,0.0,VIP,Mobile App,14368,87.08
INV-14369,CUST-5317,SRV-250,2025-01-24,Paid,Credit Card,Gaming Console,Support,Electronics,9,503.07,4227.48,4157.96,4157.96,0.0,469.72,0.119,214.94,787.53,Regular,Mobile App,14369,4157.96
INV-14370,CUST-2714,SRV-409,2025-03-11,Paid,Cash,Fiction Novel,Installation,Books,5,22.04,170.85,174.76,174.76,0.0,34.17,0.129,11.52,29.65,Corporate,Mobile App,14370,174.76
INV-14371,CUST-7497,SRV-630,2024-09-15,Paid,Debit Card,Shoes,Warranty,Clothing,5,64.11,543.3,644.02,644.02,0.0,108.66,0.118,36.61,0.0,Premium,Online,14371,644.02
INV-14372,CUST-3801,SRV-909,2025-03-07,Overdue,Debit Card,Tires,Express Delivery,Automotive,6,18.06,198.48,187.45,0.0,187.45,33.08,0.091,15.4,44.49,Premium,Online,14372,187.45
INV-14373,CUST-9916,SRV-657,2024-07-05,Overdue,Credit Card,Headphones,Warranty,Electronics,2,281.66,3657.98,3224.23,1026.61,2197.62,1828.99,0.077,78.76,794.17,VIP,Mobile App,14373,3224.23
INV-14374,CUST-2721,SRV-203,2025-08-11,Pending,Debit Card,Car Parts,Warranty,Automotive,7,40.35,672.56,749.95,0.0,749.95,96.08,0.06,37.04,0.0,Corporate,In-Store,14374,749.95
INV-14375,CUST-3967,SRV-194,2024-09-23,Overdue,PayPal,Bicycle,Express Delivery,Sports,1,5.62,63.81,70.97,0.0,70.97,63.81,0.088,1.54,0.0,Regular,Online,14375,70.97
INV-14376,CUST-6853,SRV-864,2024-07-04,Overdue,Bank Transfer,Camera,Installation,Electronics,7,1448.25,12068.77,13965.05,0.0,13965.05,1724.11,0.12,448.03,0.0,VIP,Online,14376,13965.05
INV-14377,CUST-5539,SRV-910,2024-12-15,Paid,Credit Card,Kitchen Appliance,Warranty,Home & Garden,4,31.25,229.76,209.44,209.44,0.0,57.44,0.136,12.44,64.01,Regular,Online,14377,209.44
INV-14378,CUST-5614,SRV-394,2024-08-31,Paid,PayPal,Organic Coffee,Support,Food & Beverage,10,7.92,84.3,96.32,96.32,0.0,8.43,0.094,4.1,0.0,Premium,Online,14378,96.32
INV-14379,CUST-2499,SRV-201,2024-06-15,Overdue,Credit Card,Headphones,Consultation,Electronics,9,1907.11,14022.9,17022.92,0.0,17022.92,1558.1,0.136,1092.91,0.0,Corporate,In-Store,14379,17022.92
INV-14380,CUST-4140,SRV-630,2024-04-18,Paid,PayPal,Yoga Mat,Warranty,Sports,2,37.17,516.3,572.01,572.01,0.0,258.15,0.072,18.54,0.0,VIP,Phone,14380,572.01
INV-14381,CUST-3190,SRV-231,2024-01-12,Partially Paid,Debit Card,Makeup Kit,Warranty,Beauty,2,18.72,135.62,121.85,80.99,40.86,67.81,0.138,3.12,35.61,Regular,Online,14381,121.85
INV-14382,CUST-5359,SRV-327,2025-06-17,Paid,Digital Wallet,Sports Jersey,Consultation,Sports,6,76.49,840.6,953.8,953.8,0.0,140.1,0.091,36.71,0.0,Premium,Online,14382,953.8
INV-14383,CUST-1731,SRV-494,2024-04-03,Paid,Bank Transfer,Cookbook,Warranty,Books,6,36.34,327.42,379.68,379.68,0.0,54.57,0.111,15.92,0.0,Corporate,Online,14383,379.68
INV-14384,CUST-5592,SRV-487,2025-07-10,Paid,Credit Card,Car Accessories,Warranty,Automotive,7,342.29,2632.98,3180.26,3180.26,0.0,376.14,0.13,204.99,0.0,VIP,Online,14384,3180.26
INV-14385,CUST-5560,SRV-112,2024-04-08,Paid,Check,Lamp,Maintenance,Home & Garden,3,28.06,305.01,352.01,352.01,0.0,101.67,0.092,18.94,0.0,Regular,Online,14385,352.01
INV-14386,CUST-5700,SRV-807,2025-06-14,Paid,Digital Wallet,Sofa,Installation,Home & Garden,7,25.54,491.19,402.9,402.9,0.0,70.17,0.052,26.69,140.52,Regular,In-Store,14386,402.9
INV-14387,CUST-4144,SRV-532,2024-09-12,Paid,Debit Card,Sweater,Installation,Clothing,7,70.33,857.71,979.47,979.47,0.0,122.53,0.082,51.43,0.0,Premium,In-Store,14387,979.47
INV-14388,CUST-1543,SRV-137,2024-07-28,Paid,Debit Card,Energy Drink,Express Delivery,Food & Beverage,5,4.74,45.55,40.01,40.01,0.0,9.11,0.104,2.27,12.55,VIP,Marketplace,14388,40.01
INV-14389,CUST-5462,SRV-481,2023-12-27,Pending,Check,Biography,Installation,Books,1,2.26,18.81,18.09,0.0,18.09,18.81,0.12,1.38,4.36,Regular,In-Store,14389,18.09
INV-14390,CUST-6264,SRV-102,2024-03-17,Partially Paid,PayPal,Jeans,Maintenance,Clothing,2,23.01,163.16,192.93,76.15,116.78,81.58,0.141,6.76,0.0,Corporate,Online,14390,192.93
INV-14391,CUST-8199,SRV-213,2024-11-20,Paid,Credit Card,Tires,Installation,Automotive,4,37.46,681.04,640.29,640.29,0.0,170.26,0.055,35.93,114.14,Regular,Phone,14391,640.29
INV-14392,CUST-3476,SRV-810,2024-09-01,Pending,Debit Card,Self-Help Book,Express Delivery,Books,7,8.27,104.72,121.21,0.0,121.21,14.96,0.079,8.22,0.0,Premium,Mobile App,14392,121.21
INV-14393,CUST-7855,SRV-446,2023-11-18,Paid,Bank Transfer,Gym Equipment,Standard Shipping,Sports,2,13.88,95.72,113.2,113.2,0.0,47.86,0.145,3.6,0.0,New,Online,14393,113.2
INV-14394,CUST-9087,SRV-340,2025-01-05,Overdue,Cash,Smartphone,Standard Shipping,Electronics,6,365.09,2745.06,3310.82,0.0,3310.82,457.51,0.133,200.67,0.0,Premium,Online,14394,3310.82
INV-14395,CUST-8559,SRV-329,2023-12-03,Overdue,Check,Technical Manual,Standard Shipping,Books,3,7.1,54.63,52.87,0.0,52.87,18.21,0.13,3.74,12.6,Regular,Online,14395,52.87
INV-14396,CUST-7360,SRV-231,2025-05-15,Overdue,PayPal,Jeans,Consultation,Clothing,7,79.17,1364.93,1489.99,286.1,1203.89,194.99,0.058,45.89,0.0,Regular,In-Store,14396,1489.99
INV-14397,CUST-2848,SRV-812,2024-01-16,Paid,Credit Card,Tablet,Consultation,Electronics,9,559.7,5280.21,6027.18,6027.18,0.0,586.69,0.106,187.27,0.0,Regular,Online,14397,6027.18
INV-14398,CUST-5853,SRV-628,2023-12-24,Pending,Bank Transfer,Technical Manual,Express Delivery,Books,6,23.21,158.94,187.66,0.0,187.66,26.49,0.146,5.51,0.0,Regular,Online,14398,187.66
INV-14399,CUST-9215,SRV-130,2025-07-24,Paid,Bank Transfer,Headphones,Consultation,Electronics,6,501.52,4822.32,5517.53,5517.53,0.0,803.72,0.104,193.69,0.0,Regular,In-Store,14399,5517.53
INV-14400,CUST-7155,SRV-190,2024-01-26,Paid,Cash,Technical Manual,Installation,Books,9,19.82,396.45,432.24,432.24,0.0,44.05,0.05,15.97,0.0,VIP,Online,14400,432.24
INV-14401,CUST-3085,SRV-679,2024-05-17,Paid,Bank Transfer,Perfume,Maintenance,Beauty,4,22.65,251.68,282.29,282.29,0.0,62.92,0.09,7.96,0.0,Premium,Phone,14401,282.29
INV-14402,CUST-9504,SRV-506,2024-05-13,Paid,Cash,Self-Help Book,Support,Books,8,26.44,267.04,281.78,281.78,0.0,33.38,0.099,7.23,18.93,VIP,Mobile App,14402,281.78
INV-14403,CUST-4126,SRV-732,2024-04-23,Overdue,Check,Yoga Mat,Warranty,Sports,3,61.23,489.87,565.28,99.27,466.01,163.29,0.125,14.18,0.0,Premium,In-Store,14403,565.28
INV-14404,CUST-7257,SRV-114,2024-06-30,Paid,PayPal,Smartphone,Support,Electronics,8,460.12,4792.88,5611.81,5611.81,0.0,599.11,0.096,358.81,0.0,Regular,In-Store,14404,5611.81
INV-14405,CUST-3596,SRV-732,2025-04-29,Paid,Debit Card,Lamp,Maintenance,Home & Garden,5,170.3,2332.9,2160.1,2160.1,0.0,466.58,0.073,92.16,435.26,Corporate,In-Store,14405,2160.1
INV-14406,CUST-4652,SRV-782,2025-06-01,Paid,Check,Car Parts,Warranty,Automotive,3,74.07,1058.1,1116.08,1116.08,0.0,352.7,0.07,65.82,81.91,Regular,Phone,14406,1116.08
INV-14407,CUST-8712,SRV-385,2024-09-01,Paid,Digital Wallet,Tennis Racket,Warranty,Sports,1,30.25,260.79,306.41,306.41,0.0,260.79,0.116,15.37,0.0,Premium,Online,14407,306.41
INV-14408,CUST-3997,SRV-586,2025-05-07,Paid,Debit Card,Gym Equipment,Standard Shipping,Sports,3,51.79,569.13,643.3,643.3,0.0,189.71,0.091,22.38,0.0,New,In-Store,14408,643.3
INV-14409,CUST-3046,SRV-679,2024-08-24,Pending,Cash,Hat,Standard Shipping,Clothing,10,116.71,1535.7,1568.47,0.0,1568.47,153.57,0.076,107.06,191.0,Premium,Online,14409,1568.47
INV-14410,CUST-9886,SRV-614,2024-06-20,Partially Paid,Bank Transfer,Running Shoes,Consultation,Sports,2,46.22,486.52,562.81,95.92,466.89,243.26,0.095,30.07,0.0,Premium,Online,14410,562.81
INV-14411,CUST-3345,SRV-461,2025-02-09,Partially Paid,Credit Card,Bedding Set,Consultation,Home & Garden,9,101.06,1329.75,1515.91,926.68,589.23,147.75,0.076,85.1,0.0,Premium,Online,14411,1515.91
INV-14412,CUST-6340,SRV-726,2023-12-06,Cancelled,Digital Wallet,Garden Tool,Maintenance,Home & Garden,10,182.01,2935.7,3195.66,0.0,3195.66,293.57,0.062,77.95,0.0,Corporate,Mobile App,14412,3195.66
INV-14413,CUST-6051,SRV-930,2024-12-01,Paid,Credit Card,Perfume,Maintenance,Beauty,4,15.77,254.4,282.95,282.95,0.0,63.6,0.062,12.78,0.0,Regular,Phone,14413,282.95
INV-14414,CUST-4159,SRV-984,2024-12-11,Paid,Digital Wallet,Hat,Consultation,Clothing,3,21.68,246.33,209.25,209.25,0.0,82.11,0.088,12.46,71.22,Corporate,Marketplace,14414,209.25
INV-14415,CUST-9427,SRV-222,2024-05-07,Paid,PayPal,Energy Drink,Consultation,Food & Beverage,6,6.76,52.38,63.32,63.32,0.0,8.73,0.129,4.18,0.0,Regular,Online,14415,63.32
INV-14416,CUST-5335,SRV-132,2024-09-12,Cancelled,Digital Wallet,Skincare Set,Support,Beauty,8,34.5,261.36,233.43,0.0,233.43,32.67,0.132,10.92,73.35,Premium,In-Store,14416,233.43
INV-14417,CUST-6150,SRV-894,2024-09-04,Pending,Cash,Kitchen Appliance,Express Delivery,Home & Garden,10,93.09,990.3,944.28,0.0,944.28,99.03,0.094,66.55,205.66,Regular,Mobile App,14417,944.28
INV-14418,CUST-6150,SRV-962,2024-06-21,Partially Paid,Cash,Dining Table,Maintenance,Home & Garden,1,21.85,177.67,208.42,160.92,47.5,177.67,0.123,8.9,0.0,Corporate,Online,14418,208.42
INV-14419,CUST-9257,SRV-772,2025-08-09,Overdue,Debit Card,Car Accessories,Express Delivery,Automotive,4,128.02,1084.88,1279.3,0.0,1279.3,271.22,0.118,66.4,0.0,Regular,Online,14419,1279.3
INV-14420,CUST-2216,SRV-551,2023-11-30,Overdue,Credit Card,Shampoo,Maintenance,Beauty,8,66.73,967.04,1087.66,0.0,1087.66,120.88,0.069,53.89,0.0,Premium,Mobile App,14420,1087.66
INV-14421,CUST-7932,SRV-750,2024-12-31,Paid,Digital Wallet,Gym Equipment,Consultation,Sports,7,42.28,542.08,581.87,581.87,0.0,77.44,0.078,26.82,29.31,Regular,In-Store,14421,581.87
INV-14422,CUST-1883,SRV-230,2024-10-03,Pending,Cash,Organic Coffee,Consultation,Food & Beverage,8,16.01,160.08,170.95,0.0,170.95,20.01,0.1,11.92,17.06,Premium,In-Store,14422,170.95
INV-14423,CUST-9948,SRV-433,2024-03-08,Paid,PayPal,Garden Tool,Support,Home & Garden,8,104.35,1683.04,1836.89,1836.89,0.0,210.38,0.062,49.5,0.0,Regular,Online,14423,1836.89
INV-14424,CUST-7122,SRV-986,2025-03-31,Pending,Bank Transfer,Kitchen Appliance,Support,Home & Garden,8,22.69,306.56,276.6,0.0,276.6,38.32,0.074,7.76,60.41,VIP,Online,14424,276.6
INV-14425,CUST-1247,SRV-965,2023-09-24,Paid,Check,Organic Coffee,Warranty,Food & Beverage,5,35.77,238.45,279.71,279.71,0.0,47.69,0.15,5.49,0.0,New,Online,14425,279.71
INV-14426,CUST-6248,SRV-334,2024-06-24,Paid,Debit Card,Car Parts,Standard Shipping,Automotive,6,170.78,2057.58,2310.79,2310.79,0.0,342.93,0.083,82.43,0.0,Regular,Mobile App,14426,2310.79
INV-14427,CUST-4022,SRV-155,2023-12-29,Paid,Credit Card,Skincare Set,Standard Shipping,Beauty,2,4.3,81.06,89.48,89.48,0.0,40.53,0.053,4.12,0.0,Regular,Online,14427,89.48
INV-14428,CUST-8104,SRV-752,2025-05-31,Paid,Digital Wallet,Makeup Kit,Consultation,Beauty,2,7.31,116.08,131.88,131.88,0.0,58.04,0.063,8.49,0.0,Regular,Online,14428,131.88
INV-14429,CUST-7924,SRV-129,2025-08-07,Paid,Credit Card,Organic Coffee,Consultation,Food & Beverage,4,15.64,107.88,128.16,128.16,0.0,26.97,0.145,4.64,0.0,Corporate,Online,14429,128.16
INV-14430,CUST-1163,SRV-538,2023-10-28,Paid,Check,Makeup Kit,Standard Shipping,Beauty,7,29.24,344.05,317.34,317.34,0.0,49.15,0.085,8.7,64.65,Corporate,Online,14430,317.34
INV-14431,CUST-5815,SRV-842,2024-06-17,Overdue,Debit Card,Headphones,Support,Electronics,1,82.23,583.16,711.79,0.0,711.79,583.16,0.141,46.4,0.0,Regular,Phone,14431,711.79
INV-14432,CUST-5764,SRV-543,2023-12-24,Paid,Credit Card,Makeup Kit,Installation,Beauty,3,10.36,90.06,92.28,92.28,0.0,30.02,0.115,2.23,10.37,Premium,Online,14432,92.28
INV-14433,CUST-9997,SRV-679,2024-01-18,Overdue,Bank Transfer,Tires,Support,Automotive,4,69.01,605.36,703.61,0.0,703.61,151.34,0.114,29.24,0.0,New,Mobile App,14433,703.61
INV-14434,CUST-9948,SRV-431,2024-10-25,Paid,Digital Wallet,Camera,Warranty,Electronics,10,722.4,5733.3,6746.06,6746.06,0.0,573.33,0.126,290.36,0.0,New,Online,14434,6746.06
INV-14435,CUST-2320,SRV-734,2024-09-21,Paid,PayPal,Energy Drink,Consultation,Food & Beverage,10,26.0,243.0,276.49,276.49,0.0,24.3,0.107,7.49,0.0,Regular,Mobile App,14435,276.49
