Invoice number,Customer id,Service id,Agent id,Billing date,Payment status,Transaction type,Mode of payment,Plan name,Plan category,Plan Charge,Tax amount,Actual amount,Billed amount,Paid amount,Balance amount,Plan start date,Plan end date,Zone area,Data buyed,Data used,Billing cycle,No of valid days,Leakage,Anomaly type,Type
INV17058,CUST3143,SERV479,AGENT33,2024-03-24,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-03-24,2024-06-22,South,20,14.281644844016522,90,90,No,No Anomaly,No Anomaly
INV17059,CUST2386,SERV503,AGENT15,2023-11-03,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-11-03,2024-02-01,North,100,109.62855092776422,90,90,Yes,Extra data usage,Extra data usage
INV17060,CUST7088,SERV395,AGENT25,2024-09-22,Pending,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2024-09-22,2024-10-22,East,100,48.150402470408316,30,30,No,No Anomaly,No Anomaly
INV17061,CUST1497,SERV848,AGENT11,2023-02-23,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-02-23,2023-04-24,East,100,,60,64,Yes,Usage mismatch,Usage mismatch
INV17062,CUST3021,SERV411,AGENT97,2024-03-14,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-03-14,2024-06-12,West,20,,90,91,Yes,Usage mismatch,Usage mismatch
INV17063,CUST3358,SERV237,AGENT94,2023-03-17,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,968.6065569632855,-24.60655696328547,2023-03-17,2023-04-16,North,200,,30,30,Yes,Excess payment,Excess payment
INV17064,CUST4356,SERV328,AGENT60,2022-12-26,Paid,Refund,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-12-26,2023-03-26,North,20,0.3402133963704346,90,90,No,No Anomaly,No Anomaly
INV17065,CUST7715,SERV613,AGENT87,2022-10-09,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,250.5221586830387,-14.522158683038697,2022-10-09,2022-11-08,West,20,,30,30,Yes,Excess payment,Excess payment
INV17066,CUST7996,SERV302,AGENT83,2023-07-07,Failed,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2023-07-07,2023-10-05,West,20,16.639712913875407,90,90,No,No Anomaly,No Anomaly
INV17067,CUST4849,SERV668,AGENT11,2022-08-15,Pending,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,213.35164777862934,22.648352221370658,2022-08-15,2022-09-14,North,200,,30,30,Yes,Under payment,Under payment
INV17068,CUST9419,SERV150,AGENT63,2023-07-08,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-07-08,2023-10-06,South,100,13.364547159848383,90,90,No,No Anomaly,No Anomaly
INV17069,CUST2048,SERV967,AGENT65,2024-12-25,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-12-25,2025-03-25,East,50,1.551854859148355,90,90,No,No Anomaly,No Anomaly
INV17070,CUST2198,SERV789,AGENT56,2024-08-22,Paid,Refund,UPI,Family,Prepaid,800,144.0,944.0,944.0,978.5202327431836,-34.520232743183556,2024-08-22,2024-11-20,North,100,,90,90,Yes,Excess payment,Excess payment
INV17071,CUST1840,SERV923,AGENT30,2024-07-27,Pending,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,912.9063558017066,31.09364419829342,2024-07-27,2024-10-25,North,50,,90,90,Yes,Under payment,Under payment
INV17072,CUST7470,SERV324,AGENT47,2022-11-02,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-11-02,2023-01-31,North,20,18.577888365154426,90,90,No,No Anomaly,No Anomaly
INV17073,CUST9163,SERV650,AGENT25,2024-06-14,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-06-14,2024-07-14,West,100,80.03856477031616,30,30,No,No Anomaly,No Anomaly
INV17074,CUST9549,SERV605,AGENT49,2022-03-18,Failed,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2022-03-18,2022-05-17,West,200,55.91284064809577,60,60,No,No Anomaly,No Anomaly
INV17075,CUST6577,SERV999,AGENT72,2024-10-09,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-10-09,2024-12-08,West,100,9.113133306228926,60,60,No,No Anomaly,No Anomaly
INV17076,CUST8116,SERV437,AGENT39,2022-05-31,Pending,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2022-05-31,2022-08-29,South,10,6.39262124740808,90,90,No,No Anomaly,No Anomaly
INV13943,CUST2942,SERV825,AGENT40,2023-01-19,Pending,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2023-01-19,2023-03-20,North,50,,60,60,Yes,Duplicate entries,Duplicate entries
INV17078,CUST6498,SERV734,AGENT70,2022-11-02,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,483.4324358554259,-11.432435855425922,2022-11-02,2022-12-02,West,10,,30,30,Yes,Excess payment,Excess payment
INV17079,CUST9138,SERV423,AGENT98,2023-04-04,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-04-04,2023-06-03,North,50,49.62435857541021,60,60,No,No Anomaly,No Anomaly
INV17080,CUST9802,SERV950,AGENT54,2024-05-15,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-05-15,2024-08-13,North,100,10.620616723740206,90,90,No,No Anomaly,No Anomaly
INV17081,CUST2330,SERV912,AGENT71,2023-08-31,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-08-31,2023-09-30,North,20,,30,33,Yes,Usage mismatch,Usage mismatch
INV17082,CUST7100,SERV533,AGENT93,2024-09-20,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,984.3193169304008,-40.31931693040076,2024-09-20,2024-12-19,North,200,,90,90,Yes,Excess payment,Excess payment
INV17083,CUST9040,SERV240,AGENT52,2022-02-11,Pending,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,904.7335110094738,39.26648899052623,2022-02-11,2022-03-13,North,50,,30,30,Yes,Under payment,Under payment
INV17084,CUST5394,SERV562,AGENT41,2022-12-03,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-12-03,2023-02-01,East,20,12.641999353116816,60,60,No,No Anomaly,No Anomaly
INV17085,CUST4219,SERV930,AGENT95,2022-05-14,Pending,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,208.6043496735489,27.39565032645109,2022-05-14,2022-06-13,West,50,,30,30,Yes,Under payment,Under payment
INV17086,CUST8403,SERV693,AGENT14,2022-05-31,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-05-31,2022-08-29,South,100,67.82881989099229,90,90,No,No Anomaly,No Anomaly
INV17087,CUST6849,SERV944,AGENT65,2024-02-11,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-02-11,2024-04-11,South,50,46.45367585165629,60,60,No,No Anomaly,No Anomaly
INV17088,CUST2966,SERV376,AGENT61,2023-07-13,Pending,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2023-07-13,2023-08-12,North,10,,30,34,Yes,Usage mismatch,Usage mismatch
INV17089,CUST1528,SERV103,AGENT81,2024-02-12,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-02-12,2024-03-13,South,100,34.72689616445663,30,30,No,No Anomaly,No Anomaly
INV17090,CUST3218,SERV562,AGENT40,2022-05-07,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,507.2839492911402,-35.283949291140175,2022-05-07,2022-08-05,South,20,,90,90,Yes,Excess payment,Excess payment
INV17091,CUST4653,SERV737,AGENT68,2023-08-23,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-08-23,2023-09-22,West,50,54.73258285776172,30,30,Yes,Extra data usage,Extra data usage
INV17092,CUST9174,SERV558,AGENT83,2024-05-22,Failed,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2024-05-22,2024-06-21,West,50,47.1049245521264,30,30,No,No Anomaly,No Anomaly
INV17093,CUST3899,SERV914,AGENT46,2024-12-19,Failed,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2024-12-19,2025-02-17,North,20,8.522909313865325,60,60,No,No Anomaly,No Anomaly
INV17094,CUST5713,SERV125,AGENT70,2024-11-27,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,267.0773530542497,-31.077353054249727,2024-11-27,2024-12-27,West,10,,30,30,Yes,Excess payment,Excess payment
INV17095,CUST1824,SERV619,AGENT16,2022-08-31,Pending,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2022-08-31,2022-09-30,South,100,,30,35,Yes,Usage mismatch,Usage mismatch
INV17096,CUST7783,SERV551,AGENT61,2024-08-15,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,517.5666950346059,-45.566695034605914,2024-08-15,2024-10-14,West,50,,60,60,Yes,Excess payment,Excess payment
INV17097,CUST1309,SERV319,AGENT55,2023-12-16,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-12-16,2024-02-14,South,200,31.62899097938694,60,60,No,No Anomaly,No Anomaly
INV11593,CUST9123,SERV702,AGENT85,2022-12-16,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-12-16,2023-01-15,North,50,,30,30,Yes,Duplicate entries,Duplicate entries
INV17099,CUST6232,SERV138,AGENT95,2023-12-10,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-12-10,2024-03-09,North,200,172.9975487125411,90,90,No,No Anomaly,No Anomaly
INV17100,CUST4453,SERV837,AGENT88,2024-10-04,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-10-04,2024-12-03,South,10,7.034952934430362,60,60,No,No Anomaly,No Anomaly
INV17101,CUST4203,SERV325,AGENT42,2023-03-05,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-03-05,2023-05-04,North,100,3.453693059436347,60,60,No,No Anomaly,No Anomaly
INV17102,CUST6693,SERV563,AGENT21,2022-07-23,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-07-23,2022-09-21,North,50,49.45851448180846,60,60,No,No Anomaly,No Anomaly
INV17103,CUST4372,SERV669,AGENT71,2023-07-08,Pending,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,918.7412142603574,25.258785739642576,2023-07-08,2023-08-07,North,10,,30,30,Yes,Under payment,Under payment
INV17104,CUST2208,SERV866,AGENT96,2022-11-02,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-11-02,2023-01-01,East,200,150.3007109044272,60,60,No,No Anomaly,No Anomaly
INV17105,CUST9791,SERV515,AGENT53,2024-02-06,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-02-06,2024-03-07,East,10,0.49611734409288344,30,30,No,No Anomaly,No Anomaly
INV17106,CUST1418,SERV959,AGENT39,2023-12-17,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-12-17,2024-01-16,East,50,13.19319926623378,30,30,No,No Anomaly,No Anomaly
INV17107,CUST8558,SERV499,AGENT71,2023-12-22,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-12-22,2024-02-20,North,10,2.1612037073965187,60,60,No,No Anomaly,No Anomaly
INV17108,CUST8886,SERV401,AGENT50,2024-03-22,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-03-22,2024-04-21,East,50,20.840456097860343,30,30,No,No Anomaly,No Anomaly
INV17109,CUST6018,SERV571,AGENT76,2024-12-05,Pending,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2024-12-05,2025-01-04,North,100,94.61078459302706,30,30,No,No Anomaly,No Anomaly
INV14344,CUST4478,SERV945,AGENT84,2023-11-18,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-11-18,2023-12-18,West,200,,30,30,Yes,Duplicate entries,Duplicate entries
INV17111,CUST6836,SERV867,AGENT99,2024-12-22,Pending,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,447.5737035322961,24.426296467703878,2024-12-22,2025-01-21,South,100,,30,30,Yes,Under payment,Under payment
INV17112,CUST6181,SERV416,AGENT81,2024-07-19,Pending,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2024-07-19,2024-10-17,West,200,133.77987262457853,90,90,No,No Anomaly,No Anomaly
INV17113,CUST2212,SERV611,AGENT91,2022-09-28,Failed,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2022-09-28,2022-12-27,South,20,2.2639569486932043,90,90,No,No Anomaly,No Anomaly
INV17114,CUST1206,SERV292,AGENT57,2022-05-18,Pending,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2022-05-18,2022-07-17,South,200,95.29236050861248,60,60,No,No Anomaly,No Anomaly
INV17115,CUST9173,SERV429,AGENT84,2024-07-06,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-07-06,2024-08-05,East,10,19.507016687449976,30,30,Yes,Extra data usage,Extra data usage
INV17116,CUST6140,SERV399,AGENT94,2024-10-08,Pending,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,460.7052862167497,11.294713783250302,2024-10-08,2024-11-07,West,50,,30,30,Yes,Under payment,Under payment
INV17117,CUST8440,SERV642,AGENT67,2024-02-04,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-02-04,2024-05-04,East,100,98.52891348431399,90,90,No,No Anomaly,No Anomaly
INV17118,CUST4823,SERV876,AGENT81,2022-11-22,Pending,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2022-11-22,2023-02-20,West,20,26.334240590464518,90,90,Yes,Extra data usage,Extra data usage
INV17119,CUST6192,SERV408,AGENT96,2023-06-02,Pending,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2023-06-02,2023-08-01,North,10,2.5374738527021323,60,60,No,No Anomaly,No Anomaly
INV17120,CUST8116,SERV526,AGENT21,2023-03-30,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-03-30,2023-05-29,North,200,58.138325617020904,60,60,No,No Anomaly,No Anomaly
INV17121,CUST1298,SERV193,AGENT37,2022-09-25,Pending,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2022-09-25,2022-11-24,South,20,3.689961945555069,60,60,No,No Anomaly,No Anomaly
INV17122,CUST6190,SERV104,AGENT16,2022-03-06,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-03-06,2022-04-05,West,100,106.40766653155204,30,30,Yes,Extra data usage,Extra data usage
INV17123,CUST5669,SERV273,AGENT35,2022-04-15,Paid,Refund,UPI,Premium,Prepaid,600,108.0,708.0,708.0,748.8033535501717,-40.803353550171664,2022-04-15,2022-05-15,North,10,,30,30,Yes,Excess payment,Excess payment
INV17124,CUST6204,SERV775,AGENT93,2023-10-24,Pending,Sale,UPI,Family,Prepaid,800,144.0,944.0,909.174557216643,0.0,909.174557216643,2023-10-24,2024-01-22,South,20,,90,90,Yes,Missing charges,Missing charges
INV17125,CUST2886,SERV794,AGENT58,2023-03-14,Paid,Refund,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-03-14,2023-04-13,South,50,28.00680895639675,30,30,No,No Anomaly,No Anomaly
INV17126,CUST5731,SERV849,AGENT78,2023-10-21,Pending,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2023-10-21,2024-01-19,East,50,43.65635790625922,90,90,No,No Anomaly,No Anomaly
INV17127,CUST9632,SERV706,AGENT52,2022-06-28,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-06-28,2022-09-26,West,50,16.40499742443527,90,90,No,No Anomaly,No Anomaly
INV19197,CUST6740,SERV781,AGENT76,2023-08-13,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-08-13,2023-10-12,West,20,,60,60,Yes,Duplicate entries,Duplicate entries
INV11684,CUST7896,SERV317,AGENT68,2024-09-07,Pending,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2024-09-07,2024-11-06,East,50,,60,60,Yes,Duplicate entries,Duplicate entries
INV17130,CUST5082,SERV462,AGENT36,2022-06-27,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-06-27,2022-09-25,North,20,1.597612601445404,90,90,No,No Anomaly,No Anomaly
INV17131,CUST3722,SERV875,AGENT41,2022-02-03,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-02-03,2022-04-04,West,10,7.761707007045705,60,60,No,No Anomaly,No Anomaly
INV17132,CUST7899,SERV814,AGENT24,2024-10-19,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-10-19,2024-11-18,East,100,79.05309173957087,30,30,No,No Anomaly,No Anomaly
INV17133,CUST7192,SERV319,AGENT14,2024-07-28,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,672.2382226158899,672.2382226158899,0.0,2024-07-28,2024-10-26,East,50,,90,90,Yes,Missing charges,Missing charges
INV10158,CUST1204,SERV577,AGENT59,2024-11-23,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-11-23,2025-02-21,East,20,,90,90,Yes,Duplicate entries,Duplicate entries
INV17135,CUST8562,SERV661,AGENT71,2024-04-06,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-04-06,2024-05-06,North,20,4.104815753647129,30,30,No,No Anomaly,No Anomaly
INV17136,CUST7542,SERV110,AGENT26,2024-04-18,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-04-18,2024-05-18,North,100,15.798978807697228,30,30,No,No Anomaly,No Anomaly
INV17137,CUST8863,SERV224,AGENT89,2022-07-25,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-07-25,2022-10-23,South,200,96.15163087602755,90,90,No,No Anomaly,No Anomaly
INV17138,CUST6409,SERV149,AGENT59,2024-01-22,Pending,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2024-01-22,2024-02-21,West,200,206.16140458713855,30,30,Yes,Extra data usage,Extra data usage
INV17139,CUST3534,SERV925,AGENT28,2022-03-12,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-03-12,2022-06-10,North,20,5.44600219758822,90,90,No,No Anomaly,No Anomaly
INV17140,CUST2478,SERV784,AGENT68,2023-11-12,Pending,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,452.8653993919584,0.0,452.8653993919584,2023-11-12,2024-01-11,East,100,,60,60,Yes,Missing charges,Missing charges
INV17141,CUST7909,SERV984,AGENT24,2022-09-22,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-09-22,2022-12-21,North,50,49.583247957011814,90,90,No,No Anomaly,No Anomaly
INV17142,CUST1340,SERV867,AGENT67,2022-02-12,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,283.957432476523,-47.957432476523024,2022-02-12,2022-04-13,South,20,,60,60,Yes,Excess payment,Excess payment
INV17143,CUST5871,SERV235,AGENT61,2024-06-11,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,438.38517978085116,438.38517978085116,0.0,2024-06-11,2024-08-10,North,10,,60,60,Yes,Missing charges,Missing charges
INV17144,CUST9168,SERV148,AGENT38,2023-04-25,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-04-25,2023-07-24,East,50,56.41544336367453,90,90,Yes,Extra data usage,Extra data usage
INV17145,CUST9816,SERV288,AGENT20,2023-04-11,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-04-11,2023-05-11,East,10,4.753206499594498,30,30,No,No Anomaly,No Anomaly
INV17146,CUST6022,SERV680,AGENT77,2024-12-18,Failed,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2024-12-18,2025-01-17,South,10,5.8447416822249405,30,30,No,No Anomaly,No Anomaly
INV17147,CUST9762,SERV461,AGENT43,2022-04-29,Pending,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,909.8055995350363,34.19440046496368,2022-04-29,2022-05-29,South,10,,30,30,Yes,Under payment,Under payment
INV17148,CUST1847,SERV945,AGENT74,2024-02-09,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-02-09,2024-04-09,North,200,76.71759671301008,60,60,No,No Anomaly,No Anomaly
INV17149,CUST1038,SERV229,AGENT49,2023-09-05,Failed,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2023-09-05,2023-10-05,West,200,,30,33,Yes,Usage mismatch,Usage mismatch
INV17150,CUST3691,SERV586,AGENT58,2024-09-11,Pending,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2024-09-11,2024-10-11,East,50,45.53890798644276,30,30,No,No Anomaly,No Anomaly
INV17151,CUST3996,SERV855,AGENT11,2023-10-08,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-10-08,2024-01-06,West,200,56.664082875987546,90,90,No,No Anomaly,No Anomaly
INV17152,CUST5969,SERV616,AGENT61,2024-12-08,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,516.0323379244381,-44.03233792443814,2024-12-08,2025-02-06,North,100,,60,60,Yes,Excess payment,Excess payment
INV17153,CUST4180,SERV899,AGENT47,2022-10-01,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-10-01,2022-10-31,North,10,0.10242618351498423,30,30,No,No Anomaly,No Anomaly
INV17154,CUST5658,SERV122,AGENT15,2023-07-13,Paid,Refund,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-07-13,2023-08-12,South,10,1.821888564883749,30,30,No,No Anomaly,No Anomaly
INV17155,CUST2935,SERV190,AGENT60,2024-01-16,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-01-16,2024-03-16,North,10,4.030668992566864,60,60,No,No Anomaly,No Anomaly
INV17156,CUST7560,SERV305,AGENT82,2024-05-25,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,499.346603613537,-27.346603613537013,2024-05-25,2024-07-24,East,10,,60,60,Yes,Excess payment,Excess payment
INV17157,CUST5248,SERV786,AGENT96,2023-01-07,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,736.1289455319373,-28.128945531937347,2023-01-07,2023-03-08,North,20,,60,60,Yes,Excess payment,Excess payment
INV17158,CUST6262,SERV282,AGENT75,2022-09-24,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-09-24,2022-11-23,South,50,30.731200532724063,60,60,No,No Anomaly,No Anomaly
INV17159,CUST2385,SERV191,AGENT77,2024-08-24,Paid,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-08-24,2024-11-22,West,100,85.71796088517213,90,90,No,No Anomaly,No Anomaly
INV17160,CUST5994,SERV591,AGENT56,2023-12-15,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-12-15,2024-03-14,West,50,10.91473658255055,90,90,No,No Anomaly,No Anomaly
INV17161,CUST4981,SERV343,AGENT59,2022-04-17,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-04-17,2022-07-16,South,100,46.87645110594813,90,90,No,No Anomaly,No Anomaly
INV17162,CUST6434,SERV263,AGENT35,2022-05-05,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-05-05,2022-06-04,South,20,14.630282605381455,30,30,No,No Anomaly,No Anomaly
INV17163,CUST1198,SERV931,AGENT97,2023-06-01,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-06-01,2023-07-01,North,10,8.14921518094981,30,30,No,No Anomaly,No Anomaly
INV17164,CUST7901,SERV689,AGENT88,2023-02-03,Paid,Refund,Cash,Basic,Postpaid,200,36.0,236.0,236.0,273.6116830890685,-37.61168308906849,2023-02-03,2023-03-05,North,50,,30,30,Yes,Excess payment,Excess payment
INV14984,CUST3907,SERV947,AGENT52,2023-03-17,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-03-17,2023-04-16,South,20,,30,30,Yes,Duplicate entries,Duplicate entries
INV15477,CUST2975,SERV375,AGENT23,2022-03-18,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-03-18,2022-04-17,West,20,,30,30,Yes,Duplicate entries,Duplicate entries
INV17167,CUST1942,SERV830,AGENT46,2022-05-11,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-05-11,2022-07-10,North,100,42.16778772029398,60,60,No,No Anomaly,No Anomaly
INV19354,CUST6345,SERV607,AGENT92,2023-02-18,Pending,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2023-02-18,2023-04-19,West,100,,60,60,Yes,Duplicate entries,Duplicate entries
INV17169,CUST1284,SERV751,AGENT68,2023-08-28,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-08-28,2023-09-27,North,10,7.184870096529746,30,30,No,No Anomaly,No Anomaly
INV17170,CUST5765,SERV659,AGENT11,2023-05-10,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-05-10,2023-06-09,West,10,0.10468194575796064,30,30,No,No Anomaly,No Anomaly
INV17171,CUST2449,SERV899,AGENT64,2022-01-03,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,723.7629727210076,-15.7629727210076,2022-01-03,2022-03-04,South,10,,60,60,Yes,Excess payment,Excess payment
INV17172,CUST1005,SERV160,AGENT49,2024-10-22,Pending,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2024-10-22,2024-12-21,South,10,12.019740188714662,60,60,Yes,Extra data usage,Extra data usage
