Invoice_number,Customer_id,Service_id,Agent_id,Billing_date,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Plan_start_date,Plan_end_date,Zone_area,Data_bought,Data_used,Billing_cycle
INV115237,CUST13837,SVC15836,AGT5987,19-07-2024,Paid,Renewal,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,16-07-2024,15-08-2024,Circle-East,30,12.931549228857522,30
INV115238,CUST13838,SVC15837,AGT5988,02-01-2024,Paid,Recharge,Credit Card,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,31-12-2023,29-02-2024,Circle-West,150,16.920589637731826,60
INV115239,CUST13839,SVC15838,AGT5989,07-03-2023,Pending,New Connection,Auto Debit,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,0.0,15338.82,03-03-2023,02-04-2023,Circle-East,1000,344.66524100515693,30
INV115240,CUST13840,SVC15839,AGT5990,25-09-2024,Paid,Recharge,UPI,Business Basic,Enterprise,4999,899.8199999999999,5898.82,5898.82,5898.82,0.0,23-09-2024,22-12-2024,Metro-B,200,129.4252464463527,90
INV115241,CUST13841,SVC15840,AGT5991,08-03-2023,Paid,New Connection,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,05-03-2023,04-04-2023,Circle-West,50,18.126258066046923,30
INV115242,CUST13842,SVC15841,AGT5992,14-12-2023,Paid,Recharge,Auto Debit,Business Basic,Enterprise,4999,899.8199999999999,5898.82,5898.82,5898.82,0.0,10-12-2023,07-01-2024,Circle-East,200,0.1248225960427174,28
INV115243,CUST13843,SVC15842,AGT5993,04-07-2024,Paid,New Connection,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,01-07-2024,01-07-2025,Rural-Zone,750,578.7096146540454,365
INV115244,CUST13844,SVC15843,AGT5994,31-08-2023,Paid,New Connection,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,28-08-2023,27-08-2024,Circle-North,40,18.443484663887027,365
INV115245,CUST13845,SVC15844,AGT5995,20-12-2023,Paid,Renewal,Debit Card,Business Pro,Postpaid,2999,539.8199999999999,3538.8199999999997,3538.8199999999997,3538.8199999999997,0.0,16-12-2023,15-01-2024,Circle-North,100,95.50466303076185,30
INV115246,CUST13846,SVC15845,AGT5996,18-03-2023,Pending,Renewal,Credit Card,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,0.0,15338.82,16-03-2023,15-03-2024,Metro-A,1000,862.1934792797002,365
INV115247,CUST13847,SVC15846,AGT5997,21-02-2023,Paid,Recharge,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,19-02-2023,22-03-2023,Circle-East,25,4.087752252340193,31
INV115248,CUST13848,SVC15847,AGT5998,11-06-2023,Paid,Recharge,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,10-06-2023,09-08-2023,Circle-South,50,15.794718854093764,60
INV115249,CUST13849,SVC15848,AGT5999,27-09-2023,Paid,New Connection,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,25-09-2023,23-10-2023,Circle-North,750,162.08740181280402,28
INV115250,CUST13850,SVC15849,AGT6000,23-07-2024,Paid,Recharge,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,22-07-2024,20-10-2024,Metro-A,50,12.755701097482564,90
INV115251,CUST13851,SVC15850,AGT6001,01-06-2023,Pending,Recharge,Auto Debit,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,2359.41,2359.41,30-05-2023,29-06-2023,Circle-South,150,79.7560983958749,30
INV115252,CUST13852,SVC15851,AGT6002,05-01-2024,Paid,Recharge,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,04-01-2024,03-01-2025,Circle-North,40,28.05324041724262,365
INV115253,CUST13853,SVC15852,AGT6003,23-07-2023,Paid,Renewal,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,21-07-2023,20-07-2024,Metro-A,50,33.63814930948723,365
INV115254,CUST13854,SVC15853,AGT6004,06-11-2024,Pending,Recharge,UPI,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,7669.41,7669.41,04-11-2024,03-01-2025,Metro-B,1000,473.04434792191097,60
INV115255,CUST13855,SVC15854,AGT6005,07-12-2024,Paid,Recharge,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,06-12-2024,06-12-2025,Circle-West,750,543.1845921831933,365
INV115256,CUST13856,SVC15855,AGT6006,03-04-2023,Paid,Renewal,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,31-03-2023,30-03-2024,Metro-A,75,62.03641525213657,365
INV115257,CUST13857,SVC15856,AGT6007,23-04-2024,Pending,Recharge,Credit Card,Smart Connect,Prepaid,699,125.82,824.8199999999999,824.8199999999999,412.40999999999997,412.40999999999997,21-04-2024,21-04-2025,Circle-East,15,7.956935518615371,365
INV115258,CUST13858,SVC15857,AGT6008,26-04-2023,Paid,Renewal,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,22-04-2023,21-06-2023,Circle-East,75,16.348296769424678,60
INV115259,CUST13859,SVC15858,AGT6009,20-03-2023,Paid,New Connection,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,16-03-2023,15-03-2024,Circle-East,25,12.395339137895562,365
INV115260,CUST13860,SVC15859,AGT6010,05-11-2023,Paid,Recharge,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,02-11-2023,01-11-2024,Rural-Zone,75,37.859992799021,365
INV115261,CUST13861,SVC15860,AGT6011,17-12-2024,Paid,Renewal,Cash,Business Pro,Postpaid,2999,539.8199999999999,3538.8199999999997,3538.8199999999997,3538.8199999999997,0.0,15-12-2024,12-01-2025,Circle-North,100,76.62765009033197,28
INV115262,CUST13862,SVC15861,AGT6012,22-03-2024,Pending,Renewal,Debit Card,Business Basic,Enterprise,4999,899.8199999999999,5898.82,5898.82,0.0,5898.82,18-03-2024,18-03-2025,Circle-South,200,87.36448948812901,365
INV115263,CUST13863,SVC15862,AGT6013,15-05-2024,Pending,Recharge,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,11-05-2024,09-08-2024,Circle-South,750,505.2945874421924,90
INV115264,CUST13864,SVC15863,AGT6014,06-03-2023,Pending,Renewal,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,4719.41,4719.41,02-03-2023,01-04-2023,Circle-South,500,435.5397280415764,30
INV115265,CUST13865,SVC15864,AGT6015,23-02-2023,Pending,Recharge,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,766.41,766.41,20-02-2023,22-03-2023,Circle-North,40,0.5794861563633358,30
INV115266,CUST13866,SVC15865,AGT6016,12-10-2023,Paid,Recharge,Auto Debit,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,11-10-2023,11-11-2023,Circle-East,1000,127.44204015238626,31
INV115267,CUST13867,SVC15866,AGT6017,09-01-2024,Paid,New Connection,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,05-01-2024,04-02-2024,Metro-A,30,7.536134542039985,30
INV115268,CUST13868,SVC15867,AGT6018,30-08-2023,Paid,New Connection,Cash,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,28-08-2023,27-08-2024,Metro-B,150,105.93399089544707,365
INV115269,CUST13869,SVC15868,AGT6019,23-07-2024,Paid,Renewal,Debit Card,Business Pro,Postpaid,2999,539.8199999999999,3538.8199999999997,3538.8199999999997,3538.8199999999997,0.0,22-07-2024,20-10-2024,Metro-B,100,41.04381671971436,90
INV115270,CUST13870,SVC15869,AGT6020,14-04-2023,Paid,Renewal,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,13-04-2023,14-05-2023,Metro-A,30,18.868115063973562,31
INV115271,CUST13871,SVC15870,AGT6021,08-05-2023,Paid,Recharge,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,07-05-2023,06-05-2024,Metro-B,50,26.898830711790282,365
INV115272,CUST13872,SVC15871,AGT6022,09-12-2023,Pending,Renewal,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,5899.41,5899.41,05-12-2023,05-01-2024,Rural-Zone,750,502.5678429935732,31
INV115273,CUST13873,SVC15872,AGT6023,16-09-2024,Paid,Renewal,Debit Card,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,15-09-2024,15-10-2024,Metro-B,1000,807.1654317982127,30
INV115274,CUST13874,SVC15873,AGT6024,18-08-2024,Paid,Renewal,Cash,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,15-08-2024,13-11-2024,Circle-West,150,78.36261292042757,90
INV115275,CUST13875,SVC15874,AGT6025,11-10-2024,Paid,Recharge,UPI,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,08-10-2024,07-11-2024,Rural-Zone,1000,922.037240893809,30
INV115276,CUST13876,SVC15875,AGT6026,17-08-2024,Paid,Recharge,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,16-08-2024,15-09-2024,Circle-South,50,39.092067370478354,30
INV115277,CUST13877,SVC15876,AGT6027,11-04-2023,Paid,Recharge,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,08-04-2023,08-05-2023,Circle-West,25,2.34564953668229,30
INV115278,CUST13878,SVC15877,AGT6028,06-11-2024,Paid,Recharge,Cash,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,05-11-2024,05-12-2024,Rural-Zone,150,65.56358788236683,30
INV115279,CUST13879,SVC15878,AGT6029,02-02-2024,Paid,Renewal,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,01-02-2024,01-05-2024,Metro-B,500,331.1246867554227,90
INV115280,CUST13880,SVC15879,AGT6030,02-04-2024,Paid,Recharge,Cash,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,29-03-2024,28-05-2024,Circle-South,150,111.35432567186514,60
INV115281,CUST13881,SVC15880,AGT6031,26-09-2024,Paid,Recharge,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,22-09-2024,21-11-2024,Circle-West,50,25.228868246668,60
INV115282,CUST13882,SVC15881,AGT6032,19-05-2023,Paid,New Connection,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,15-05-2023,12-06-2023,Rural-Zone,40,22.188790905298777,28
INV115283,CUST13883,SVC15882,AGT6033,25-05-2024,Paid,Renewal,UPI,Smart Connect,Prepaid,699,125.82,824.8199999999999,824.8199999999999,824.8199999999999,0.0,21-05-2024,21-05-2025,Circle-West,15,10.508858621290504,365
INV115284,CUST13884,SVC15883,AGT6034,16-12-2023,Paid,New Connection,UPI,Smart Connect,Prepaid,699,125.82,824.8199999999999,824.8199999999999,824.8199999999999,0.0,12-12-2023,11-03-2024,Metro-A,15,2.3024916757982017,90
INV115285,CUST13885,SVC15884,AGT6035,06-09-2023,Paid,New Connection,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,05-09-2023,04-12-2023,Metro-B,75,5.406183055473332,90
INV115286,CUST13886,SVC15885,AGT6036,20-12-2023,Paid,New Connection,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,18-12-2023,17-12-2024,Metro-B,500,184.26193791009422,365
INV115287,CUST13887,SVC15886,AGT6037,31-08-2023,Paid,New Connection,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,29-08-2023,28-10-2023,Circle-East,40,5.215574061170276,60
INV115288,CUST13888,SVC15887,AGT6038,23-04-2023,Paid,Recharge,UPI,Business Basic,Enterprise,4999,899.8199999999999,5898.82,5898.82,5898.82,0.0,19-04-2023,18-06-2023,Circle-West,200,74.13644793354864,60
INV115289,CUST13889,SVC15888,AGT6039,10-06-2023,Paid,Recharge,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,09-06-2023,07-07-2023,Metro-A,25,4.185404683113969,28
INV115290,CUST13890,SVC15889,AGT6040,25-06-2024,Paid,Renewal,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,24-06-2024,24-06-2025,Circle-South,30,26.886102237189256,365
INV115291,CUST13891,SVC15890,AGT6041,03-11-2024,Paid,New Connection,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,30-10-2024,29-12-2024,Metro-B,50,32.54231688548677,60
INV115292,CUST13892,SVC15891,AGT6042,31-05-2024,Paid,New Connection,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,30-05-2024,30-05-2025,Rural-Zone,25,24.045070171776437,365
INV115293,CUST13893,SVC15892,AGT6043,03-07-2023,Paid,Recharge,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,01-07-2023,01-08-2023,Circle-North,50,46.376963243934526,31
INV115294,CUST13894,SVC15893,AGT6044,04-06-2023,Paid,Recharge,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,02-06-2023,01-06-2024,Metro-A,500,444.4169828989163,365
INV115295,CUST13895,SVC15894,AGT6045,11-10-2024,Paid,New Connection,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,08-10-2024,08-11-2024,Rural-Zone,25,20.788385157961997,31
INV115296,CUST13896,SVC15895,AGT6046,22-05-2024,Pending,Recharge,Credit Card,Business Basic,Enterprise,4999,899.8199999999999,5898.82,5898.82,0.0,5898.82,21-05-2024,19-08-2024,Metro-B,200,138.99578600804355,90
INV115297,CUST13897,SVC15896,AGT6047,03-12-2024,Paid,Renewal,Debit Card,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,30-11-2024,30-12-2024,Circle-East,1000,992.1609686614349,30
INV115298,CUST13898,SVC15897,AGT6048,04-09-2023,Pending,Recharge,UPI,Business Pro,Postpaid,2999,539.8199999999999,3538.8199999999997,3538.8199999999997,0.0,3538.8199999999997,01-09-2023,29-09-2023,Circle-South,100,12.523075126296634,28
INV115299,CUST13899,SVC15898,AGT6049,30-05-2024,Paid,Renewal,UPI,Smart Connect,Prepaid,699,125.82,824.8199999999999,824.8199999999999,824.8199999999999,0.0,29-05-2024,28-06-2024,Circle-South,15,9.381844765079563,30
INV115300,CUST13900,SVC15899,AGT6050,26-12-2024,Pending,Renewal,Cash,Business Pro,Postpaid,2999,539.8199999999999,3538.8199999999997,3538.8199999999997,0.0,3538.8199999999997,22-12-2024,20-02-2025,Circle-East,100,82.41054020829137,60
INV115301,CUST13901,SVC15900,AGT6051,12-04-2024,Paid,Renewal,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,11-04-2024,10-07-2024,Circle-North,75,25.33998982610319,90
INV115302,CUST13902,SVC15901,AGT6052,05-02-2023,Paid,Renewal,Auto Debit,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,02-02-2023,02-02-2024,Circle-West,150,93.88817571338473,365
INV115303,CUST13903,SVC15902,AGT6053,09-04-2023,Pending,Renewal,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,1474.41,1474.41,07-04-2023,08-05-2023,Circle-East,75,66.976459011623,31
INV115304,CUST13904,SVC15903,AGT6054,23-04-2024,Paid,New Connection,UPI,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,21-04-2024,22-05-2024,Rural-Zone,150,128.30271900215664,31
INV115305,CUST13905,SVC15904,AGT6055,13-05-2023,Paid,Recharge,Credit Card,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,10-05-2023,09-05-2024,Circle-East,150,60.47863198450956,365
INV115306,CUST13906,SVC15905,AGT6056,29-04-2024,Pending,New Connection,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,1474.41,1474.41,25-04-2024,26-05-2024,Circle-North,75,7.147834938353115,31
INV115307,CUST13907,SVC15906,AGT6057,22-04-2023,Paid,Recharge,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,19-04-2023,19-05-2023,Circle-North,25,20.678630732260466,30
INV115308,CUST13908,SVC15907,AGT6058,25-08-2023,Paid,Recharge,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,21-08-2023,21-09-2023,Rural-Zone,25,20.024566178865783,31
INV115309,CUST13909,SVC15908,AGT6059,08-05-2023,Paid,New Connection,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,05-05-2023,04-06-2023,Circle-West,30,3.4707644091249756,30
INV115310,CUST13910,SVC15909,AGT6060,11-07-2023,Paid,Renewal,Cash,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,07-07-2023,06-08-2023,Metro-B,1000,750.574583110782,30
INV115311,CUST13911,SVC15910,AGT6061,20-01-2024,Paid,Recharge,Cash,Business Basic,Enterprise,4999,899.8199999999999,5898.82,5898.82,5898.82,0.0,16-01-2024,15-01-2025,Metro-B,200,86.35156813669983,365
INV115312,CUST13912,SVC15911,AGT6062,11-01-2023,Paid,Recharge,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,09-01-2023,09-04-2023,Circle-East,750,700.3560431195327,90
INV115313,CUST13913,SVC15912,AGT6063,03-07-2024,Paid,Renewal,Debit Card,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,02-07-2024,02-08-2024,Circle-North,150,58.74503271276785,31
INV115314,CUST13914,SVC15913,AGT6064,20-12-2024,Paid,Recharge,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,18-12-2024,17-01-2025,Circle-West,25,18.15174444125479,30
INV115315,CUST13915,SVC15914,AGT6065,15-12-2023,Paid,Recharge,UPI,Smart Connect,Prepaid,699,125.82,824.8199999999999,824.8199999999999,824.8199999999999,0.0,14-12-2023,14-01-2024,Circle-North,15,5.236779943499906,31
INV115316,CUST13916,SVC15915,AGT6066,30-03-2023,Paid,Renewal,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,26-03-2023,25-03-2024,Rural-Zone,5,0.5466486161192119,365
INV115317,CUST13917,SVC15916,AGT6067,29-04-2023,Paid,New Connection,Debit Card,Business Pro,Postpaid,2999,539.8199999999999,3538.8199999999997,3538.8199999999997,3538.8199999999997,0.0,25-04-2023,24-04-2024,Metro-B,100,66.05284251186006,365
INV115318,CUST13918,SVC15917,AGT6068,15-11-2023,Paid,Renewal,Credit Card,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,12-11-2023,13-12-2023,Circle-South,1000,680.9172201380404,31
INV115319,CUST13919,SVC15918,AGT6069,16-12-2024,Pending,New Connection,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,5899.41,5899.41,13-12-2024,11-02-2025,Circle-East,750,320.5293801416393,60
INV115320,CUST13920,SVC15919,AGT6070,05-11-2024,Paid,Renewal,Cash,Business Pro,Postpaid,2999,539.8199999999999,3538.8199999999997,3538.8199999999997,3538.8199999999997,0.0,02-11-2024,01-01-2025,Circle-South,100,81.66801167116321,60
INV115321,CUST13921,SVC15920,AGT6071,22-04-2023,Paid,Recharge,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,19-04-2023,18-07-2023,Metro-A,50,46.78100583795866,90
INV115322,CUST13922,SVC15921,AGT6072,01-05-2023,Paid,New Connection,Cash,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,27-04-2023,28-05-2023,Circle-East,1000,203.84837239625054,31
INV115323,CUST13923,SVC15922,AGT6073,18-03-2023,Pending,Renewal,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,14-03-2023,13-05-2023,Circle-North,500,314.0407954469993,60
INV115324,CUST13924,SVC15923,AGT6074,30-06-2024,Paid,Recharge,UPI,Smart Connect,Prepaid,699,125.82,824.8199999999999,824.8199999999999,824.8199999999999,0.0,28-06-2024,26-07-2024,Circle-East,15,10.520940031478768,28
INV115325,CUST13925,SVC15924,AGT6075,20-07-2023,Paid,New Connection,Auto Debit,Business Pro,Postpaid,2999,539.8199999999999,3538.8199999999997,3538.8199999999997,3538.8199999999997,0.0,18-07-2023,16-10-2023,Circle-North,100,54.75320278156115,90
INV115326,CUST13926,SVC15925,AGT6076,27-11-2024,Paid,Recharge,UPI,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,24-11-2024,22-02-2025,Circle-South,150,71.70734576832002,90
INV115327,CUST13927,SVC15926,AGT6077,10-05-2023,Paid,Renewal,Cash,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,09-05-2023,08-06-2023,Circle-North,150,130.65441487353692,30
INV115328,CUST13928,SVC15927,AGT6078,08-08-2023,Pending,New Connection,Auto Debit,Smart Connect,Prepaid,699,125.82,824.8199999999999,824.8199999999999,0.0,824.8199999999999,07-08-2023,06-10-2023,Circle-South,15,7.68633648576245,60
INV115329,CUST13929,SVC15928,AGT6079,24-03-2023,Paid,New Connection,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,21-03-2023,18-04-2023,Circle-East,30,10.671180727764924,28
INV115330,CUST13930,SVC15929,AGT6080,25-06-2023,Paid,Recharge,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,21-06-2023,20-08-2023,Circle-West,50,36.095670581609546,60
INV115331,CUST13931,SVC15930,AGT6081,13-05-2023,Pending,Renewal,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,1179.41,1179.41,11-05-2023,08-06-2023,Metro-A,50,2.6154366212234548,28
INV115332,CUST13932,SVC15931,AGT6082,05-01-2024,Pending,Recharge,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,884.41,884.41,03-01-2024,02-04-2024,Circle-East,30,13.680917239522318,90
INV115333,CUST13933,SVC15932,AGT6083,22-11-2023,Paid,Renewal,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,21-11-2023,20-11-2024,Metro-A,500,299.47417098591325,365
INV115334,CUST13934,SVC15933,AGT6084,01-03-2024,Paid,New Connection,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,26-02-2024,26-04-2024,Rural-Zone,500,34.035776843037105,60
INV115335,CUST13935,SVC15934,AGT6085,28-08-2024,Paid,Recharge,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,24-08-2024,22-11-2024,Circle-North,5,4.835843259378622,90
INV115336,CUST13936,SVC15935,AGT6086,04-04-2023,Paid,New Connection,Credit Card,Smart Connect,Prepaid,699,125.82,824.8199999999999,824.8199999999999,824.8199999999999,0.0,02-04-2023,01-04-2024,Circle-South,15,11.451672593972265,365
INV115337,CUST13937,SVC15936,AGT6087,02-11-2024,Paid,Recharge,Cash,Business Basic,Enterprise,4999,899.8199999999999,5898.82,5898.82,5898.82,0.0,01-11-2024,01-12-2024,Metro-A,200,34.336477740187846,30
INV115338,CUST13938,SVC15937,AGT6088,17-10-2024,Paid,Renewal,Credit Card,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,16-10-2024,16-11-2024,Circle-West,1000,453.62940611178806,31
INV115339,CUST13939,SVC15938,AGT6089,25-09-2024,Paid,Recharge,Auto Debit,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,21-09-2024,22-10-2024,Circle-West,150,54.274425805253784,31
INV115340,CUST13940,SVC15939,AGT6090,18-09-2024,Paid,Renewal,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,14-09-2024,13-12-2024,Metro-A,500,117.54705089381152,90
INV115341,CUST13941,SVC15940,AGT6091,06-05-2023,Paid,New Connection,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,04-05-2023,02-08-2023,Circle-East,30,23.086017908988044,90
INV115342,CUST13942,SVC15941,AGT6092,20-04-2023,Paid,Renewal,UPI,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,19-04-2023,20-05-2023,Circle-South,25,9.104269368197931,31
INV115343,CUST13943,SVC15942,AGT6093,30-01-2023,Paid,New Connection,Cash,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,27-01-2023,27-04-2023,Circle-South,1000,241.9826459413874,90
INV115344,CUST13944,SVC15943,AGT6094,06-10-2023,Paid,Recharge,UPI,Business Basic,Enterprise,4999,899.8199999999999,5898.82,5898.82,5898.82,0.0,04-10-2023,03-12-2023,Circle-North,200,150.47875516429673,60
INV115345,CUST13945,SVC15944,AGT6095,13-05-2024,Paid,New Connection,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,10-05-2024,07-06-2024,Metro-A,500,206.99002934779998,28
INV115346,CUST13946,SVC15945,AGT6096,14-07-2024,Paid,New Connection,Debit Card,Business Pro,Postpaid,2999,539.8199999999999,3538.8199999999997,3538.8199999999997,3538.8199999999997,0.0,10-07-2024,07-08-2024,Circle-South,100,91.96682344505913,28
INV115347,CUST13947,SVC15946,AGT6097,01-11-2023,Paid,Renewal,Auto Debit,Corporate Max,Enterprise,12999,2339.8199999999997,15338.82,15338.82,15338.82,0.0,30-10-2023,27-11-2023,Metro-B,1000,432.33546183417803,28
INV115348,CUST13948,SVC15947,AGT6098,04-04-2023,Paid,Recharge,Auto Debit,Corporate Elite,Postpaid,3999,719.8199999999999,4718.82,4718.82,4718.82,0.0,03-04-2023,02-04-2024,Circle-East,150,109.1158762402904,365
INV115349,CUST13949,SVC15948,AGT6099,13-06-2023,Paid,Recharge,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,12-06-2023,13-07-2023,Circle-South,500,463.6513639741236,31
INV115350,CUST13950,SVC15949,AGT6100,31-01-2023,Paid,New Connection,Cash,Smart Connect,Prepaid,699,125.82,824.8199999999999,824.8199999999999,824.8199999999999,0.0,28-01-2023,27-02-2023,Metro-B,15,7.773877204411013,30
INV115351,CUST13951,SVC15950,AGT6101,02-10-2024,Paid,New Connection,Auto Debit,Youth Special,Prepaid,599,107.82,706.8199999999999,706.8199999999999,706.8199999999999,0.0,30-09-2024,31-10-2024,Circle-South,10,8.932106026146831,31
INV115352,CUST13952,SVC15951,AGT6102,24-08-2024,Paid,Renewal,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,21-08-2024,21-09-2024,Circle-West,5,4.472942852369325,31
