Invoice_number,Customer_id,Service_id,Agent_id,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Zone_area,Data_bought,Data_used,Billing_cycle,No_of_valid_days,Billing_date_year,Billing_date_month,Billing_date_day,Plan_start_date_year,Plan_start_date_month,Plan_start_date_day,Plan_end_date_year,Plan_end_date_month,Plan_end_date_day,Revenue_Leakage_Pred,Anomaly_Type_Pred
INV107874,CUST005611,SVC3525,AGT075,Partial,New Connection,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,679.53,145.29,Circle-West,15,7.3,28,28,2025,3,25,2025,3,21,2025,4,18,Yes,No Anomaly
INV101879,CUST007622,SVC7677,AGT038,Paid,Plan Change,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-North,750,527.18,31,31,2024,5,3,2024,4,28,2024,5,29,Yes,No Anomaly
INV106786,CUST002702,SVC5573,AGT108,Paid,New Connection,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,317.86,317.86,0.0,Circle-West,5,3.85,31,31,2023,12,6,2023,12,4,2024,1,4,Yes,Billing Error
INV101348,CUST004377,SVC1286,AGT044,Paid,Renewal,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Metro-A,1000,389.43,30,30,2025,6,5,2025,6,4,2025,7,4,Yes,No Anomaly
INV103156,CUST005811,SVC5417,AGT098,Pending,Renewal,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Metro-B,500,162.31,28,28,2024,9,18,2024,9,17,2024,10,15,Yes,Billing Error
INV109172,CUST004079,SVC1170,AGT018,Paid,Recharge,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-North,200,343.42,31,31,2025,7,22,2025,7,19,2025,8,19,Yes,No Anomaly
INV107245,CUST005232,SVC4568,AGT055,Paid,Plan Change,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,7920.04,-3201.22,Metro-B,150,129.62,31,31,2024,10,19,2024,10,15,2024,11,15,Yes,No Anomaly
INV106000,CUST000886,SVC4100,AGT104,Paid,Plan Change,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Metro-A,500,417.88,31,31,2025,7,4,2025,7,3,2025,8,3,Yes,Billing Error
INV101743,CUST002624,SVC8754,AGT024,Paid,Plan Change,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Metro-B,50,19.89,30,30,2025,5,26,2025,5,23,2025,6,22,Yes,No Anomaly
INV106340,CUST001206,SVC1566,AGT003,Paid,Plan Change,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,18880.25,18880.25,0.0,Circle-East,1000,49.78,30,30,2024,3,20,2024,3,18,2024,4,17,Yes,Billing Error
INV102474,CUST002236,SVC2511,AGT010,Pending,Bill Payment,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-South,500,15.18,28,28,2025,2,6,2025,2,1,2025,3,1,Yes,Rate Error
INV101283,CUST003748,SVC2820,AGT031,Paid,Bill Payment,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-North,5,1.08,31,31,2025,4,22,2025,4,20,2025,5,21,Yes,No Anomaly
INV103695,CUST007287,SVC5341,AGT076,Pending,Bill Payment,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-South,50,16.13,30,30,2024,4,4,2024,4,3,2024,5,3,Yes,No Anomaly
INV103258,CUST004074,SVC3164,AGT053,Pending,New Connection,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Metro-B,5,3.9,30,30,2023,11,9,2023,11,8,2023,12,8,Yes,No Anomaly
INV107928,CUST006917,SVC1705,AGT021,Partial,Plan Change,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,1807.43,4091.39,Circle-South,200,34.0,28,28,2025,4,28,2025,4,24,2025,5,22,Yes,No Anomaly
INV106142,CUST004520,SVC6341,AGT150,Paid,Recharge,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,17325.78,17325.78,0.0,Circle-South,750,199.74,30,30,2023,12,23,2023,12,21,2024,1,20,Yes,Billing Error
INV100827,CUST006701,SVC8778,AGT041,Paid,Bill Payment,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Circle-North,150,44.14,30,30,2025,4,7,2025,4,5,2025,5,5,Yes,No Anomaly
INV101220,CUST003778,SVC8523,AGT063,Paid,Bill Payment,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Metro-B,15,2.95,28,28,2023,10,31,2023,10,30,2023,11,27,Yes,No Anomaly
INV104019,CUST005640,SVC9735,AGT129,Paid,Bill Payment,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Metro-A,30,5.1,30,30,2024,7,25,2024,7,22,2024,8,21,Yes,No Anomaly
INV107877,CUST006185,SVC9262,AGT042,Partial,New Connection,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,470.39,708.43,Circle-North,25,22.48,31,31,2025,3,21,2025,3,16,2025,4,16,Yes,No Anomaly
INV105312,CUST000550,SVC1972,AGT104,Pending,Renewal,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Rural-Zone,15,2.3,30,30,2024,10,12,2024,10,11,2024,11,10,Yes,Billing Error
INV106204,CUST005852,SVC5961,AGT102,Paid,Renewal,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,6498.27,6498.27,0.0,Rural-Zone,150,58.49,31,31,2023,12,27,2023,12,25,2024,1,25,Yes,No Anomaly
INV107548,CUST006749,SVC1672,AGT013,Partial,Renewal,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,9513.85,5824.97,Rural-Zone,1000,740.27,31,31,2024,5,14,2024,5,10,2024,6,10,Yes,No Anomaly
INV107808,CUST002766,SVC3420,AGT096,Partial,Bill Payment,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,605.31,101.51,Circle-West,10,8.1,30,30,2023,12,5,2023,12,3,2024,1,2,Yes,Billing Error
INV108045,CUST003518,SVC9114,AGT143,Partial,Plan Change,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,393.27,785.55,Circle-South,25,2.07,28,28,2025,3,24,2025,3,22,2025,4,19,Yes,No Anomaly
INV106788,CUST004362,SVC9255,AGT098,Paid,Bill Payment,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,5651.44,5651.44,0.0,Circle-North,500,459.79,28,28,2024,8,5,2024,8,2,2024,8,30,Yes,No Anomaly
INV107659,CUST006616,SVC8972,AGT088,Partial,Renewal,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,963.79,215.03,Circle-East,25,20.3,28,28,2023,12,15,2023,12,12,2024,1,9,Yes,No Anomaly
INV105701,CUST000413,SVC1855,AGT103,Paid,New Connection,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-West,500,68.9,28,28,2023,9,25,2023,9,22,2023,10,20,Yes,No Anomaly
INV106396,CUST003551,SVC1495,AGT121,Paid,New Connection,Wallet,Business Pro,Postpaid,2999,539.82,3538.82,2554.86,2554.86,0.0,Rural-Zone,100,48.27,31,31,2024,9,29,2024,9,24,2024,10,25,Yes,No Anomaly
INV109349,CUST005084,SVC7508,AGT066,Paid,New Connection,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Circle-South,150,214.23,30,30,2025,1,13,2025,1,8,2025,2,7,Yes,No Anomaly
INV105914,CUST005598,SVC2210,AGT016,Paid,Plan Change,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Circle-West,100,81.86,28,28,2025,7,30,2025,7,25,2025,8,22,Yes,No Anomaly
INV103621,CUST004648,SVC6941,AGT081,Pending,Recharge,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Metro-A,200,113.9,30,30,2024,2,29,2024,2,25,2024,3,26,Yes,No Anomaly
INV101595,CUST003024,SVC6569,AGT140,Paid,Plan Change,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Metro-B,5,3.43,30,30,2025,4,2,2025,3,29,2025,4,28,Yes,No Anomaly
INV100554,CUST002870,SVC6218,AGT070,Paid,Plan Change,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Rural-Zone,30,5.89,30,30,2023,12,9,2023,12,8,2024,1,7,Yes,No Anomaly
INV101314,CUST004705,SVC1871,AGT118,Paid,Bill Payment,Net Banking,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-South,500,221.01,31,31,2025,4,3,2025,3,31,2025,5,1,Yes,No Anomaly
INV100245,CUST006747,SVC3230,AGT077,Pending,Renewal,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-West,750,306.81,28,28,2024,2,13,2024,2,9,2024,3,8,Yes,No Anomaly
INV105904,CUST005627,SVC7390,AGT053,Paid,New Connection,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Circle-South,30,9.18,30,30,2025,1,25,2025,1,22,2025,2,21,Yes,No Anomaly
INV101497,CUST002091,SVC4450,AGT001,Pending,New Connection,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Rural-Zone,500,259.85,28,28,2025,4,13,2025,4,11,2025,5,9,Yes,No Anomaly
INV100149,CUST007421,SVC2298,AGT005,Pending,Renewal,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Rural-Zone,15,8.77,31,31,2024,10,5,2024,10,1,2024,11,1,Yes,No Anomaly
INV109305,CUST007045,SVC9449,AGT049,Paid,Recharge,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Circle-South,150,353.39,28,28,2024,6,17,2024,6,12,2024,7,10,Yes,No Anomaly
INV105726,CUST001903,SVC5252,AGT137,Pending,Recharge,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-West,750,564.58,28,28,2023,9,26,2023,9,25,2023,10,23,Yes,No Anomaly
INV106000,CUST000009,SVC8012,AGT052,Paid,Bill Payment,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Circle-East,30,15.08,28,28,2024,10,1,2024,9,30,2024,10,28,Yes,No Anomaly
INV105223,CUST007035,SVC2325,AGT090,Paid,Renewal,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-North,25,9.56,30,30,2024,3,21,2024,3,20,2024,4,19,Yes,No Anomaly
INV107501,CUST003097,SVC4569,AGT080,Partial,Bill Payment,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,12466.29,2872.53,Circle-West,1000,876.18,31,31,2023,10,21,2023,10,16,2023,11,16,Yes,No Anomaly
INV101585,CUST003096,SVC6658,AGT088,Pending,New Connection,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Circle-West,75,63.11,30,30,2024,12,7,2024,12,6,2025,1,5,Yes,Billing Error
INV104798,CUST002152,SVC4481,AGT088,Paid,New Connection,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Circle-East,50,12.65,30,30,2024,3,29,2024,3,24,2024,4,23,Yes,No Anomaly
INV101038,CUST001399,SVC1159,AGT091,Pending,Recharge,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Metro-A,25,20.93,30,30,2025,3,19,2025,3,17,2025,4,16,Yes,No Anomaly
INV108891,CUST001817,SVC9868,AGT050,Paid,Recharge,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Metro-B,100,162.33,28,28,2024,4,4,2024,3,31,2024,4,28,Yes,No Anomaly
INV103697,CUST007454,SVC7682,AGT070,Paid,Recharge,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-East,5,0.58,30,30,2024,11,13,2024,11,8,2024,12,8,Yes,No Anomaly
INV104658,CUST002999,SVC6860,AGT103,Paid,Plan Change,Wallet,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-North,5,1.04,28,28,2024,6,22,2024,6,18,2024,7,16,Yes,Rate Error
INV106556,CUST006849,SVC5193,AGT147,Paid,Plan Change,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,16422.72,16422.72,0.0,Circle-South,750,134.86,31,31,2024,1,21,2024,1,17,2024,2,17,Yes,No Anomaly
INV105747,CUST000447,SVC2625,AGT013,Paid,Recharge,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Rural-Zone,1000,659.31,31,31,2024,9,16,2024,9,11,2024,10,12,Yes,No Anomaly
INV106000,CUST004440,SVC7978,AGT085,Paid,Bill Payment,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Metro-A,200,87.98,31,31,2025,1,6,2025,1,1,2025,2,1,Yes,No Anomaly
INV102857,CUST000069,SVC4841,AGT050,Pending,Plan Change,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-East,40,4.36,28,28,2024,9,21,2024,9,18,2024,10,16,Yes,Rate Error
INV102758,CUST002718,SVC7225,AGT039,Pending,Bill Payment,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-North,40,31.72,31,31,2024,10,23,2024,10,19,2024,11,19,Yes,No Anomaly
INV106393,CUST004873,SVC8666,AGT006,Paid,Renewal,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1406.12,1406.12,0.0,Circle-East,30,16.71,31,31,2025,5,28,2025,5,27,2025,6,27,Yes,No Anomaly
INV109342,CUST001288,SVC3984,AGT011,Paid,Recharge,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-East,25,37.02,30,30,2024,6,15,2024,6,11,2024,7,11,Yes,No Anomaly
INV108177,CUST007647,SVC3708,AGT016,Partial,Recharge,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,1082.35,1276.47,Metro-B,50,11.08,30,30,2025,1,1,2024,12,27,2025,1,26,Yes,Usage Mismatch
INV107373,CUST001907,SVC3226,AGT022,Paid,Recharge,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,23402.17,-8063.35,Metro-A,1000,792.47,31,31,2024,4,2,2024,3,29,2024,4,29,Yes,No Anomaly
INV105666,CUST002152,SVC9320,AGT095,Paid,Bill Payment,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-North,10,0.45,31,31,2025,8,22,2025,8,17,2025,9,17,Yes,No Anomaly
INV102191,CUST000538,SVC1243,AGT099,Pending,Plan Change,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Rural-Zone,150,39.59,28,28,2025,8,2,2025,7,30,2025,8,27,Yes,No Anomaly
INV104755,CUST005702,SVC9129,AGT133,Pending,Recharge,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Metro-A,200,134.04,31,31,2025,3,5,2025,3,4,2025,4,4,Yes,Usage Mismatch
INV102827,CUST005784,SVC6655,AGT032,Paid,New Connection,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-West,25,18.32,28,28,2025,2,21,2025,2,16,2025,3,16,Yes,No Anomaly
INV102000,CUST001673,SVC6047,AGT130,Paid,Bill Payment,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Metro-B,1000,307.49,31,31,2024,3,2,2024,3,1,2024,4,1,Yes,No Anomaly
INV101461,CUST003085,SVC7440,AGT001,Pending,New Connection,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Rural-Zone,30,3.55,31,31,2024,7,15,2024,7,14,2024,8,14,Yes,No Anomaly
INV105353,CUST006820,SVC6415,AGT025,Pending,Plan Change,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-West,500,303.26,30,30,2025,8,15,2025,8,10,2025,9,9,Yes,No Anomaly
INV101965,CUST007417,SVC9064,AGT100,Paid,Renewal,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Metro-B,200,33.35,28,28,2023,9,18,2023,9,17,2023,10,15,Yes,Billing Error
INV104105,CUST006560,SVC9632,AGT059,Paid,New Connection,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Metro-A,1000,105.9,28,28,2023,9,24,2023,9,20,2023,10,18,Yes,No Anomaly
INV101048,CUST002886,SVC1010,AGT013,Pending,Renewal,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-North,200,0.97,30,30,2024,6,9,2024,6,5,2024,7,5,Yes,No Anomaly
INV108262,CUST005809,SVC3274,AGT103,Paid,Recharge,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-North,1000,723.0,31,35,2024,12,14,2024,12,11,2025,1,11,Yes,Billing Error
INV101981,CUST004117,SVC9156,AGT114,Paid,Bill Payment,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Metro-B,200,108.3,30,30,2023,9,8,2023,9,4,2023,10,4,Yes,Usage Mismatch
INV103923,CUST005788,SVC6291,AGT049,Paid,Plan Change,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Metro-B,5,4.16,31,31,2025,7,17,2025,7,13,2025,8,13,Yes,Usage Mismatch
INV108603,CUST002155,SVC9849,AGT028,Paid,Renewal,Wallet,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-West,10,5.05,30,28,2024,12,17,2024,12,14,2025,1,13,Yes,No Anomaly
INV106000,CUST003051,SVC2839,AGT054,Paid,Recharge,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Metro-A,500,428.87,28,28,2024,3,13,2024,3,10,2024,4,7,Yes,No Anomaly
INV106430,CUST005447,SVC1316,AGT069,Paid,Plan Change,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,10828.08,10828.08,0.0,Circle-East,1000,152.43,31,31,2025,7,6,2025,7,2,2025,8,2,Yes,No Anomaly
INV105986,CUST004653,SVC5290,AGT015,Paid,Recharge,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-West,25,19.91,30,30,2024,2,18,2024,2,14,2024,3,15,Yes,No Anomaly
INV108617,CUST002928,SVC9443,AGT137,Paid,Recharge,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Circle-South,50,7.09,28,22,2023,10,19,2023,10,16,2023,11,13,Yes,No Anomaly
INV104314,CUST005848,SVC4312,AGT034,Paid,Recharge,UPI,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Circle-South,100,88.51,28,28,2024,4,30,2024,4,26,2024,5,24,Yes,No Anomaly
INV104048,CUST003206,SVC4082,AGT053,Pending,Renewal,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-West,50,3.41,28,28,2024,1,20,2024,1,18,2024,2,15,Yes,No Anomaly
INV106000,CUST001628,SVC6576,AGT134,Paid,Recharge,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Metro-A,750,62.86,31,31,2023,10,31,2023,10,27,2023,11,27,Yes,No Anomaly
INV105804,CUST000337,SVC7699,AGT006,Paid,New Connection,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-East,200,155.79,31,31,2025,7,26,2025,7,21,2025,8,21,Yes,No Anomaly
INV103789,CUST006344,SVC5099,AGT129,Pending,Plan Change,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-North,15,3.19,30,30,2024,11,20,2024,11,18,2024,12,18,Yes,No Anomaly
INV105670,CUST006291,SVC1554,AGT017,Paid,Recharge,Wallet,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Circle-East,100,43.33,31,31,2025,4,26,2025,4,25,2025,5,26,Yes,No Anomaly
INV102121,CUST006799,SVC2319,AGT041,Pending,Bill Payment,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-West,40,17.99,28,28,2024,2,15,2024,2,10,2024,3,9,Yes,No Anomaly
INV100256,CUST005159,SVC4022,AGT048,Paid,Recharge,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Metro-A,40,30.31,28,28,2025,6,21,2025,6,17,2025,7,15,Yes,No Anomaly
INV106320,CUST006737,SVC3319,AGT143,Paid,New Connection,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,13920.93,13920.93,0.0,Circle-South,500,210.08,28,28,2024,7,17,2024,7,15,2024,8,12,Yes,No Anomaly
INV108044,CUST001007,SVC9742,AGT069,Partial,Renewal,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,2259.19,1279.63,Circle-West,100,72.62,28,28,2024,6,18,2024,6,14,2024,7,12,Yes,No Anomaly
INV101993,CUST000891,SVC1013,AGT020,Pending,Plan Change,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-West,100,91.69,28,28,2024,11,20,2024,11,15,2024,12,13,Yes,No Anomaly
INV104237,CUST000417,SVC1073,AGT112,Paid,Recharge,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-East,500,358.47,31,31,2023,9,27,2023,9,24,2023,10,25,Yes,No Anomaly
INV103735,CUST001969,SVC7807,AGT125,Paid,Recharge,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-South,200,5.97,31,31,2025,5,13,2025,5,11,2025,6,11,Yes,No Anomaly
INV106734,CUST005798,SVC7170,AGT020,Paid,Bill Payment,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,960.97,960.97,0.0,Metro-B,25,9.62,31,31,2024,9,28,2024,9,26,2024,10,27,Yes,Billing Error
INV103560,CUST002864,SVC9448,AGT125,Pending,Renewal,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-West,40,18.76,31,31,2025,3,5,2025,2,28,2025,3,31,Yes,No Anomaly
INV108972,CUST005305,SVC1083,AGT030,Paid,New Connection,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-West,500,761.62,28,28,2023,11,26,2023,11,22,2023,12,20,Yes,Usage Mismatch
INV108231,CUST000305,SVC7610,AGT070,Paid,Renewal,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Rural-Zone,1000,728.39,31,41,2023,11,14,2023,11,9,2023,12,10,Yes,No Anomaly
INV102566,CUST007202,SVC4246,AGT061,Paid,Renewal,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Rural-Zone,150,103.97,30,30,2023,10,23,2023,10,19,2023,11,18,Yes,No Anomaly
INV106057,CUST001595,SVC1918,AGT030,Paid,Bill Payment,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,1943.55,1943.55,0.0,Circle-North,50,15.61,31,31,2024,7,28,2024,7,27,2024,8,27,Yes,No Anomaly
INV100247,CUST004470,SVC3947,AGT141,Paid,New Connection,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-South,10,5.63,28,28,2024,2,16,2024,2,15,2024,3,14,Yes,No Anomaly
INV104497,CUST007989,SVC4245,AGT114,Pending,New Connection,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-West,500,410.17,28,28,2023,10,22,2023,10,19,2023,11,16,Yes,Rate Error
INV105410,CUST005631,SVC4211,AGT092,Pending,Recharge,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Metro-B,10,5.06,30,30,2025,8,27,2025,8,24,2025,9,23,Yes,No Anomaly
INV100042,CUST006830,SVC1006,AGT078,Pending,Renewal,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-South,500,192.89,31,31,2025,8,3,2025,7,29,2025,8,29,Yes,No Anomaly
INV108722,CUST002196,SVC4747,AGT063,Paid,New Connection,Cash,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-North,15,4.68,28,35,2024,6,27,2024,6,26,2024,7,24,Yes,No Anomaly
INV100239,CUST000873,SVC2499,AGT002,Pending,Renewal,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Circle-North,150,45.13,31,31,2023,12,16,2023,12,14,2024,1,14,Yes,No Anomaly
INV108479,CUST004273,SVC8488,AGT084,Paid,Plan Change,Wallet,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Circle-East,75,30.02,31,24,2024,2,24,2024,2,19,2024,3,21,Yes,No Anomaly
INV109308,CUST003828,SVC5618,AGT079,Paid,Plan Change,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Metro-B,1000,1272.76,30,30,2023,12,11,2023,12,8,2024,1,7,Yes,No Anomaly
INV106000,CUST001571,SVC9480,AGT057,Paid,Bill Payment,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Metro-B,500,234.94,31,31,2024,4,5,2024,4,4,2024,5,5,Yes,Rate Error
INV100768,CUST005781,SVC8278,AGT022,Paid,Bill Payment,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-North,500,116.51,30,30,2024,8,6,2024,8,3,2024,9,2,Yes,No Anomaly
INV101587,CUST006731,SVC3789,AGT148,Paid,Recharge,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Metro-A,500,173.95,28,28,2024,6,27,2024,6,24,2024,7,22,Yes,No Anomaly
INV101805,CUST001154,SVC7191,AGT137,Paid,Bill Payment,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-East,500,139.75,28,28,2025,6,8,2025,6,4,2025,7,2,Yes,Usage Mismatch
INV106000,CUST000958,SVC8235,AGT038,Paid,Bill Payment,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-North,5,1.75,30,30,2025,2,9,2025,2,4,2025,3,6,Yes,No Anomaly
INV106000,CUST001418,SVC8698,AGT043,Paid,Recharge,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Circle-West,75,62.33,28,28,2024,9,14,2024,9,10,2024,10,8,Yes,No Anomaly
INV109365,CUST001966,SVC9864,AGT045,Paid,Renewal,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Circle-South,100,144.87,30,30,2023,9,17,2023,9,12,2023,10,12,Yes,Usage Mismatch
